t	0000ul_dec	0000ul_irf	0000ul_fit	0000ul_res	0250ul_dec	0250ul_irf	0250ul_fit	0250ul_res	0500ul_dec	0500ul_irf	0500ul_fit	0500ul_res	0750ul_dec	0750ul_irf	0750ul_fit	0750ul_res	1000ul_dec	1000ul_irf	1000ul_fit	1000ul_res
27.106	7174	5.99202	7343.13	1.97495	6900	5.99202	6774.38	-1.51791	6394	5.99202	6234.35	-2.00862	5638	4.95192	5752.14	1.50393	4663	5.50878	4623.14	-0.58004
27.16	7157	0.99552	7316.56	1.86283	6713	0.99552	6745.38	0.39143	6149	0.99552	6203.3	0.68275	5708	1.03297	5717.91	0.1309	4749	0.94761	4585.66	-2.38702
27.215	7448	3.00278	7290.96	-1.83531	7024	3.00278	6717.48	-3.70862	6387	3.00278	6173.47	-2.68877	5794	2.85811	5684.82	-1.4429	4740	2.98144	4549.71	-2.78319
27.27	7238	1.0044	7264.9	0.3149	6837	1.0044	6689.09	-1.79349	6118	1.0044	6143.13	0.31739	5619	1.10701	5651.3	0.42837	4575	1.00895	4513.26	-0.90801
27.325	7197	2.99032	7239.48	0.49645	6659	2.99032	6661.43	0.02952	6257	2.99032	6113.6	-1.81452	5668	3.11901	5618.63	-0.65609	4641	3.08536	4477.9	-2.40562
27.38	7594	2.9956	7213.93	-4.43929	6910	2.9956	6633.64	-3.3634	6476	2.9956	6083.93	-4.9832	5739	3.36711	5585.92	-2.03543	4588	3.1528	4442.48	-2.15492
27.435	7303	5.00033	7188.8	-1.33371	6676	5.00033	6606.32	-0.84907	6173	5.00033	6054.8	-1.5029	5755	4.78352	5553.64	-2.68317	4529	4.93348	4407.75	-1.8092
27.49	7156	3	7163.22	0.08466	6582	3	6578.51	-0.04271	6061	3	6025.14	-0.45776	5405	3.07378	5521.02	1.55008	4382	2.99836	4372.54	-0.14202
27.545	7630	3.99653	7138.11	-5.76695	6746	3.99653	6551.24	-2.38778	6199	3.99653	5996.1	-2.59189	5630	3.61959	5488.93	-1.88733	4505	3.8517	4338.14	-2.51703
27.599	7245	0.99036	7112.49	-1.55486	6616	0.99036	6523.42	-1.13787	5892	0.99036	5966.49	0.95595	5588	0.80252	5456.39	-1.76759	4330	0.85638	4303.18	-0.40663
27.654	7170	2.01519	7087.44	-0.97332	6557	2.01519	6496.28	-0.74991	6109	2.01519	5937.63	-2.21311	5486	2.39928	5424.77	-0.82531	4135	2.21482	4269.32	2.04543
27.709	6965	3.00501	7062.54	1.15433	6495	3.00501	6469.31	-0.31784	5934	3.00501	5908.96	-0.32448	5526	2.81927	5393.18	-1.80103	4232	2.9308	4235.66	0.0561
27.764	7217	1.01546	7037.3	-2.13172	6632	1.01546	6441.96	-2.35679	6051	1.01546	5879.9	-2.22109	5485	0.45519	5361.25	-1.68034	4210	0.73158	4201.65	-0.12847
27.819	7091	0	7012.19	-0.94092	6359	0	6414.79	0.69469	5748	0	5851.07	1.34532	5279	0.77303	5329.91	0.69337	4233	0.34149	4168.19	-1.00392
27.874	6970	3.99942	6987.94	0.21457	6334	3.99942	6388.59	0.68099	5800	3.99942	5823.29	0.30456	5388	3.77163	5299.3	-1.21237	4256	3.95197	4135.88	-1.86681
27.929	6823	2.00344	6963.01	1.68164	6484	2.00344	6361.63	-1.53169	5821	2.00344	5794.71	-0.34499	5158	2.72813	5268.24	1.51245	4107	2.28592	4102.84	-0.06476
27.984	6845	7.00414	6939.21	1.1327	6296	7.00414	6335.95	0.50102	5852	7.00414	5767.51	-1.11207	5274	6.84744	5238.33	-0.4912	4039	7.01698	4071.43	0.50681
28.038	6808	2.98066	6914.3	1.28157	6278	2.98066	6309.02	0.39034	5624	2.98066	5738.98	1.51896	5328	2.4908	5207.14	-1.66801	3970	2.68232	4038.47	1.07486
28.093	7020	3.01011	6889.91	-1.57163	6402	3.01011	6282.71	-1.50378	5707	3.01011	5711.15	0.05493	5250	3.18114	5176.89	-1.01125	4078	3.10833	4006.61	-1.12476
28.148	6651	3.00661	6865.6	2.59635	6160	3.00661	6256.5	1.21761	5710	3.00661	5683.45	-0.35155	5123	2.79987	5146.64	0.32786	3967	2.90842	3974.89	0.12488
28.203	6835	2.0026	6841.22	0.07521	6277	2.0026	6230.23	-0.59261	5633	2.0026	5655.69	0.30129	5177	1.94844	5116.46	-0.84105	3992	1.96607	3943.23	-0.77494
28.258	6871	2.00074	6817.03	-0.65355	6235	2.00074	6204.19	-0.39091	5678	2.00074	5628.21	-0.6632	5276	1.92487	5086.57	-2.6417	3882	1.97135	3911.99	0.4784
28.313	6844	1	6792.77	-0.61977	6173	1	6178.08	0.06449	5569	1	5600.66	0.42229	5070	0.64425	5056.6	-0.18765	3965	0.82434	3880.73	-1.34701
28.368	6790	0.0019	6768.53	-0.26041	6227	0.0019	6152.02	-0.95529	5740	0.0019	5573.2	-2.2292	5145	0.32577	5026.93	-1.66007	3891	0.13737	3849.77	-0.66158
28.422	6865	2.00196	6744.82	-1.45606	6019	2.00196	6126.56	1.36975	5533	2.00196	5546.39	0.17907	4993	1.97519	4997.8	0.0677	3860	2.02028	3819.59	-0.65108
28.477	6688	0.99825	6720.81	0.39813	6145	0.99825	6100.78	-0.56422	5543	0.99825	5519.25	-0.31846	4917	1.05616	4968.43	0.72791	3764	1.00273	3789.1	0.40613
28.532	6940	1.99538	6697.16	-2.9518	6145	1.99538	6075.41	-0.88949	5478	1.99538	5492.56	0.19522	4943	2.01717	4939.56	-0.04893	3822	2.02407	3759.26	-1.01746
28.587	6686	1.99058	6673.48	-0.15261	6063	1.99058	6050.02	-0.16623	5507	1.99058	5465.87	-0.55372	4885	2.35813	4910.78	0.36745	3820	2.15033	3729.51	-1.47503
28.642	6796	3.99897	6650.21	-1.77879	6215	3.99897	6025.1	-2.43234	5641	3.99897	5439.7	-2.71452	4934	3.90257	4882.43	-0.73689	3674	3.98674	3700.4	0.43122
28.697	6640	2.00432	6626.49	-0.16512	6064	2.00432	5999.67	-0.82439	5387	2.00432	5412.99	0.35148	4770	1.59017	4853.57	1.19721	3704	1.7825	3670.7	-0.5459
28.752	6666	1	6602.9	-0.77176	6041	1	5974.42	-0.85592	5675	1	5386.5	-3.91441	4933	1.08059	4825.1	-1.54938	3720	1.03054	3641.45	-1.29133
28.807	6520	2.00566	6579.67	0.73039	5981	2.00566	5949.58	-0.40416	5151	2.00566	5360.46	2.84243	4780	2.33138	4797.12	0.24574	3614	2.16502	3612.81	-0.01964
28.861	6653	4.01419	6556.74	-1.17967	6187	4.01419	5925.08	-3.38006	5579	4.01419	5334.81	-3.31989	4920	4.55137	4769.58	-2.16265	3759	4.27954	3584.69	-2.88354
28.916	6672	6.00038	6533.99	-1.69385	5965	6.00038	5900.79	-0.83041	5256	6.00038	5309.38	0.72853	4768	5.89221	4742.14	-0.37264	3605	5.97443	3556.82	-0.80055
28.971	6592	4.02639	6510.8	-0.99814	5805	4.02639	5876	0.91985	5215	4.02639	5283.42	0.93558	4716	3.46009	4714.19	-0.02618	3587	3.73874	3528.37	-0.97586
29.026	6835	2.00283	6487.56	-4.27291	6085	2.00283	5851.19	-3.03162	5463	2.00283	5257.47	-2.82484	4991	1.97185	4686.45	-4.40947	3754	1.97088	3500.12	-4.24716
29.081	6557	2.00396	6464.63	-1.13731	5699	2.00396	5826.74	1.65975	5326	2.00396	5231.93	-1.29265	4730	1.69143	4659.02	-1.02901	3472	1.86936	3472.38	0.00641
29.136	6608	0.00203	6441.45	-2.05227	5980	0.00203	5802.03	-2.31924	5263	0.00203	5206.13	-0.78395	4737	0	4631.47	-1.53647	3388	0	3444.45	0.95404
29.191	6464	1.00464	6418.74	-0.55849	5876	1.00464	5777.86	-1.27894	5209	1.00464	5180.91	-0.38689	4625	1.54087	4604.62	-0.2975	3588	1.2676	3417.35	-2.89745
29.246	6603	2.99969	6396.32	-2.55739	5954	2.99969	5754.03	-2.60908	5180	2.99969	5156.08	-0.32977	4667	2.85217	4577.97	-1.30304	3391	2.95695	3390.63	-0.00633
29.3	6382	0.98767	6373.44	-0.10609	5762	0.98767	5729.68	-0.42253	5172	0.98767	5130.7	-0.57045	4663	0.59077	4550.84	-1.64589	3349	0.77542	3363.34	0.24661
29.355	6559	0.00119	6350.69	-2.58866	5868	0.00119	5705.51	-2.12078	5286	0.00119	5105.52	-2.49898	4563	0.06622	4524.09	-0.57278	3374	0.02455	3336.47	-0.64705
29.41	6519	0.98713	6328.3	-2.37501	5964	0.98713	5681.74	-3.69707	5312	0.98713	5080.8	-3.20828	4544	1.36331	4497.83	-0.68349	3318	1.16981	3310.2	-0.135
29.465	6256	2.99018	6306.2	0.62515	5682	2.99018	5658.31	-0.3103	5161	2.99018	5056.45	-1.45097	4491	3.31804	4471.93	-0.2826	3158	3.16385	3284.4	2.19818
29.52	6670	3.01067	6283.97	-4.8171	5878	3.01067	5634.73	-3.19727	5276	3.01067	5031.95	-3.39075	4771	2.29091	4445.7	-4.83676	3398	2.67987	3258.36	-2.43303
29.575	6216	0	6261.33	0.56636	5872	0	5610.7	-3.44053	5082	0	5006.98	-1.04487	4469	0.47372	4419.4	-0.74014	3317	0.17158	3232.03	-1.48612
29.63	6357	4.00375	6239.74	-1.46682	5605	4.00375	5587.87	-0.22578	5059	4.00375	4983.32	-1.0565	4272	4.16194	4394.25	1.828	3159	4.14355	3207.24	0.84637
29.685	6477	1.98818	6217.48	-3.25968	5890	1.98818	5564.28	-4.31981	5197	1.98818	4958.84	-3.34256	4541	1.4088	4368.18	-2.59514	3294	1.68036	3181.42	-1.98439
29.739	6361	1.01421	6195.34	-2.08384	5583	1.01421	5540.86	-0.56061	5079	1.01421	4934.57	-2.03157	4397	1.52827	4342.67	-0.81998	3281	1.24301	3156.12	-2.20869
29.794	6237	4.0137	6173.88	-0.79641	5571	4.0137	5518.2	-0.70402	4939	4.0137	4911.13	-0.39395	4372	4.16462	4317.83	-0.82254	3124	4.12383	3131.75	0.13767
29.849	6419	3.01523	6152.02	-3.37342	5737	3.01523	5495.08	-3.23837	5070	3.01523	4887.19	-2.59329	4398	2.60891	4292.44	-1.61161	3193	2.80921	3106.79	-1.54214
29.904	6056	1.008	6130	0.93786	5351	1.008	5471.82	1.62041	4826	1.008	4863.13	0.5285	4202	0.56129	4267.01	0.9948	3044	0.78443	3081.78	0.67863
29.959	6083	0	6108.12	0.31947	5370	0	5448.73	1.06053	4960	0	4839.26	-1.72435	4083	0.528	4242.02	2.44574	2962	0.22873	3057.19	1.71896
30.014	6319	3	6086.92	-2.96182	5642	3	5426.4	-2.90559	4846	3	4816.22	-0.42652	4303	2.93879	4217.66	-1.31778	3152	3.01747	3033.53	-2.14942
30.069	6064	0.99685	6065.14	0.01456	5477	0.99685	5403.43	-0.99661	4747	0.99685	4792.5	0.65441	4044	0.76752	4192.67	2.30859	2919	0.8542	3009.09	1.64294
30.123	6023	1.00124	6043.65	0.26506	5414	1.00124	5380.8	-0.4512	4748	1.00124	4769.17	0.30491	4099	1.00535	4168.18	1.07692	2928	1.01295	2985.25	1.04802
30.178	6093	1.00597	6022.24	-0.91192	5450	1.00597	5358.28	-1.24761	4913	1.00597	4745.96	-2.41243	4150	1.22726	4143.84	-0.09625	2998	1.10343	2961.59	-0.66945
30.233	5966	2.00391	6001.07	0.45289	5541	2.00391	5336.02	-2.79159	4816	2.00391	4723.05	-1.34834	4091	1.81057	4119.73	0.44944	3020	1.93106	2938.29	-1.5082
30.288	5756	0.9946	5979.7	2.89997	5066	0.9946	5313.55	3.3827	4586	0.9946	4699.92	1.6584	3954	1.35145	4095.59	2.22242	2846	1.1378	2914.85	1.27931
30.343	6266	3.00213	5958.84	-3.99114	5405	3.00213	5291.67	-1.55584	4961	3.00213	4677.43	-4.13653	4213	2.66483	4071.92	-2.21713	2986	2.88415	2892.14	-1.75158
30.398	5620	0.00291	5937.35	4.1372	5282	0.00291	5269.08	-0.17792	4573	0.00291	4654.19	1.19066	3892	0	4047.66	2.45663	2815	0	2868.65	1.00361
30.453	5852	1.00177	5916.42	0.84285	5247	1.00177	5247.14	0.00196	4581	1.00177	4631.67	0.74676	4041	1.10441	4024.15	-0.26677	2753	1.0745	2846.08	1.7519
30.508	5912	1.00257	5895.46	-0.21672	5318	1.00257	5225.17	-1.28831	4542	1.00257	4609.13	0.99194	4047	1.21939	4000.64	-0.73647	2805	1.09356	2823.51	0.3502
30.562	5818	1.9957	5874.74	0.74379	5033	1.9957	5203.48	2.36619	4576	1.9957	4586.88	0.16132	3955	1.70938	3977.35	0.35602	2693	1.883	2801.3	2.06036
30.617	5672	0	5853.66	2.39473	5130	0	5181.38	0.71533	4300	0	4564.22	3.93344	3792	0.01369	3953.79	2.58795	2800	0	2778.7	-0.40717
30.672	5719	0.99721	5833.03	1.50021	5166	0.99721	5159.81	-0.08645	4504	0.99721	4542.14	0.56884	3921	0.96848	3930.8	0.15686	2687	1.00765	2756.83	1.33897
30.727	5790	0.00437	5812.2	0.29306	5079	0.00437	5138.03	0.82809	4592	0.00437	4519.84	-1.07991	3845	0	3907.61	1.00601	2761	0	2734.74	-0.50445
30.782	5725	7.1E-4	5791.55	0.87951	5056	7.1E-4	5116.46	0.8501	4325	7.1E-4	4497.79	2.59016	3774	0	3884.7	1.78463	2567	0	2712.99	2.8101
30.837	5680	0	5770.98	1.20207	5125	0	5094.98	-0.4218	4618	0	4475.84	-2.13298	3908	0.41508	3862.01	-0.7418	2744	0.18551	2691.45	-1.0116
30.892	5825	1.99974	5750.81	-0.98093	4935	1.99974	5073.96	1.95849	4431	1.99974	4454.38	0.35079	3847	1.80735	3839.67	-0.11837	2671	1.94196	2670.46	-0.01043
30.947	5496	0	5730.16	3.09045	4890	0	5052.41	2.29267	4293	0	4432.37	2.08929	3774	0	3816.89	0.69341	2668	0	2648.89	-0.37015
31.001	5808	1.0095	5709.98	-1.29488	5113	1.0095	5031.39	-1.15192	4412	1.0095	4410.94	-0.01594	3814	1.21419	3794.76	-0.31149	2699	1.12597	2628.09	-1.38227
31.056	5839	0.98892	5689.75	-1.97392	5080	0.98892	5010.32	-0.98519	4504	0.98892	4389.47	-1.7243	3923	0.72315	3772.48	-2.44144	2687	0.85981	2607.19	-1.55667
31.111	5605	0.97471	5669.59	0.85335	4865	0.97471	4989.34	1.76002	4312	0.97471	4368.1	0.84652	3745	1.86568	3750.63	0.09158	2571	1.37729	2586.63	0.30647
31.166	5902	5.00283	5650.16	-3.33624	5021	5.00283	4969.19	-0.73427	4563	5.00283	4347.62	-3.25998	3811	4.48468	3729.28	-1.33427	2613	4.82764	2566.92	-0.90578
31.221	5697	0.00588	5629.56	-0.89279	5091	0.00588	4947.7	-2.0295	4320	0.00588	4325.72	0.08654	3742	0	3706.77	-0.57679	2468	0	2545.69	1.53099
31.276	5604	1	5609.72	0.07591	4899	1	4927.12	0.39892	4254	1	4304.8	0.77064	3644	1.22967	3685.28	0.67714	2536	1.13987	2525.71	-0.20353
31.331	5784	0.99911	5589.85	-2.58033	5028	0.99911	4906.49	-1.72617	4442	0.99911	4283.86	-2.40607	3770	0.9275	3663.69	-1.74973	2483	0.95695	2505.65	0.44954
31.385	5547	1.00158	5570.06	0.30649	4828	1.00158	4885.95	0.82342	4185	1.00158	4263.01	1.18812	3541	1.05959	3642.29	1.67237	2563	1.03091	2485.8	-1.53999
31.44	5573	0.99509	5550.33	-0.30208	4944	0.99509	4865.5	-1.11503	4315	0.99509	4242.26	-1.11147	3586	0.82697	3620.95	0.57881	2556	0.91907	2466.06	-1.79982
31.495	5626	0.00578	5530.51	-1.27304	4949	0.00578	4844.95	-1.48264	4220	0.00578	4221.43	0.02183	3692	0	3599.6	-1.53757	2538	0	2446.29	-1.83667
31.55	5612	0	5510.86	-1.34966	4971	0	4824.62	-2.08838	4270	0	4200.83	-1.05874	3694	0.02269	3578.5	-1.92831	2514	0.01386	2426.84	-1.75592
31.605	5589	1.6E-4	5491.29	-1.30388	4850	1.6E-4	4804.37	-0.6513	4229	1.6E-4	4180.33	-0.74626	3534	0	3557.52	0.39351	2349	0	2407.54	1.17987
31.66	5664	0	5471.78	-2.56853	5047	0	4784.2	-3.75327	4309	0	4159.93	-2.28279	3609	0.0014	3536.66	-1.21315	2466	8.9E-4	2388.4	-1.57271
31.715	5642	0	5452.35	-2.53715	4806	0	4764.12	-0.59863	4243	0	4139.64	-1.58836	3432	3.6E-4	3515.93	1.40992	2432	1E-4	2369.4	-1.27526
31.77	5501	0	5432.98	-0.91015	4795	0	4744.13	-0.72778	4203	0	4119.44	-1.28464	3430	0	3495.31	1.09853	2272	0	2350.56	1.604
31.824	5789	2.5E-4	5413.68	-5.03067	4988	2.5E-4	4724.21	-3.78312	4304	2.5E-4	4099.34	-3.1543	3628	0.01141	3474.82	-2.58296	2468	0.00542	2331.87	-2.79725
31.879	5407	0	5394.45	-0.1684	4773	0	4704.38	-0.9836	4284	0	4079.33	-3.15556	3396	0	3454.45	0.98825	2318	0	2313.32	-0.09618
31.934	5458	0	5375.29	-1.11091	4866	0	4684.64	-2.61124	4052	0	4059.43	0.1149	3474	0.16337	3434.23	-0.67373	2327	0.07286	2294.95	-0.66165
31.989	5604	0.9965	5356.36	-3.33015	4882	0.9965	4665.15	-3.12274	4187	0.9965	4039.81	-2.28311	3616	1.08371	3414.28	-3.41559	2444	1.04964	2276.92	-3.46183
32.044	5440	1.00062	5337.39	-1.38288	4750	1.00062	4645.63	-1.50452	4078	1.00062	4020.16	-0.9006	3533	0.97761	3394.31	-2.35396	2239	0.9866	2258.86	0.41257
32.099	5448	1	5318.49	-1.75519	4891	1	4626.19	-3.83615	4200	1	4000.6	-3.11807	3362	1.0064	3374.47	0.21217	2300	1.00386	2240.96	-1.23613
32.154	5596	0.99997	5299.65	-4.02628	4664	0.99997	4606.82	-0.82879	4078	0.99997	3981.13	-1.52114	3495	0.99705	3354.74	-2.38626	2324	0.99837	2223.19	-2.12161
32.209	5525	1.00009	5280.88	-3.32476	4789	1.00009	4587.54	-2.93493	4019	1.00009	3961.76	-0.90204	3456	1.00544	3335.13	-2.06352	2272	1.00263	2205.57	-1.40522
32.263	5282	0.99943	5262.18	-0.27093	4708	0.99943	4568.34	-2.04222	3925	0.99943	3942.48	0.27663	3283	0.98058	3315.63	0.55979	2165	0.99066	2188.09	0.49183
32.318	5241	1.00264	5243.55	0.03491	4565	1.00264	4549.22	-0.23136	3985	1.00264	3923.3	-0.97793	3459	1.07309	3296.26	-2.80578	2143	1.03536	2170.76	0.59424
32.373	5163	1.00767	5224.98	0.85173	4721	1.00767	4530.19	-2.81347	3976	1.00767	3904.22	-1.14221	3417	0.73668	3276.93	-2.42171	2104	0.88513	2153.52	1.06645
32.428	5220	0	5206.31	-0.1888	4435	0	4511.04	1.12504	3794	0	3885.03	1.45479	3259	0.32566	3257.68	-0.02299	2120	0.13247	2136.28	0.35326
32.483	5237	1.99966	5188.15	-0.67625	4566	1.99966	4492.47	-1.0922	3893	1.99966	3866.46	-0.4255	3310	1.86803	3238.91	-1.24347	2170	1.97314	2119.72	-1.09557
32.538	5230	0	5169.5	-0.83987	4514	0	4473.37	-0.60681	3954	0	3847.32	-1.71412	3236	0	3219.65	-0.28713	2040	0	2102.52	1.37013
32.593	5165	9.5E-4	5151.14	-0.19285	4436	9.5E-4	4454.59	0.27808	3924	9.5E-4	3828.54	-1.53918	3193	0.08165	3200.79	0.13773	2069	0.04727	2085.82	0.37006
32.647	5239	0	5132.85	-1.48189	4385	0	4435.89	0.76624	3765	0	3809.86	0.72672	3127	0	3182.01	0.97888	2022	0	2069.22	1.04307
32.702	5191	0.00872	5114.62	-1.07011	4458	0.00872	4417.28	-0.61419	3809	0.00872	3791.28	-0.28786	3135	0.31053	3163.42	0.50742	2126	0.14409	2052.8	-1.62255
32.757	5008	1.98442	5096.77	1.24764	4277	1.98442	4399.1	1.84741	3763	1.98442	3773.16	0.16554	3045	2.2715	3145.28	1.79775	1948	2.14291	2036.94	1.98314
32.812	5014	2.01074	5078.79	0.91415	4433	2.01074	4380.75	-0.79393	3738	2.01074	3754.86	0.27655	3072	1.54273	3126.83	0.98877	1984	1.7929	2020.79	0.82203
32.867	4878	0	5060.53	2.58185	4201	0	4362.11	2.45308	3659	0	3736.26	1.27366	3050	0.19824	3108.31	1.05603	1966	0.06245	2004.43	0.86318
32.922	4891	1.99796	5042.88	2.1571	4294	1.99796	4344.16	0.76523	3616	1.99796	3718.42	1.69159	3067	2.09032	3090.48	0.42676	1993	2.0754	1988.95	-0.09147
32.977	4950	0.99694	5024.92	1.06689	4313	0.99694	4325.85	0.1966	3659	0.99694	3700.19	0.68275	3081	0.69157	3072.2	-0.16024	1954	0.83686	1972.97	0.43138
33.032	4867	0	5006.96	1.99977	4190	0	4307.57	1.80402	3525	0	3682	2.61748	2903	0	3054.09	2.75877	1962	0	1957.14	-0.11082
33.086	4945	0.00163	4989.18	0.63102	4268	0.00163	4289.49	0.33028	3586	0.00163	3664.04	1.30183	2964	0.0745	3036.2	1.31971	1881	0.03454	1941.58	1.38491
33.141	4874	1.01623	4971.62	1.39404	4234	1.01623	4271.67	0.57935	3637	1.01623	3646.35	0.15611	2928	1.50707	3018.69	1.66204	1833	1.25059	1926.42	2.13771
33.196	4951	3.00082	4954.34	0.04786	4269	3.00082	4254.16	-0.22895	3577	3.00082	3629	0.8698	3029	2.83206	3001.34	-0.50918	1886	2.95094	1911.56	0.58928
33.251	4716	1.00897	4936.59	3.15313	4025	1.00897	4236.11	3.26121	3383	1.00897	3611.07	3.81595	2901	0.77771	2983.49	1.52057	1855	0.87031	1896.06	0.9482
33.306	5040	0.99763	4919.11	-1.73006	4318	0.99763	4218.38	-1.54123	3696	0.99763	3593.51	-1.71535	3014	1.11141	2966.11	-0.88478	1893	1.05864	1881.08	-0.27697
33.361	4901	1	4901.69	0.00987	4143	1	4200.73	0.89389	3618	1	3576.03	-0.70206	2909	0.76427	2948.72	0.73386	1932	0.89133	1866.14	-1.52972
33.416	4682	4.5E-4	4884.17	2.89977	4060	4.5E-4	4182.97	1.90367	3484	4.5E-4	3558.44	1.24844	2826	0.13504	2931.35	1.94684	1743	0.04789	1851.16	2.50807
33.471	5071	0.99999	4866.98	-2.92524	4206	0.99999	4165.6	-0.6252	3644	0.99999	3541.27	-1.7251	3016	0.90523	2914.32	-1.881	1891	0.97485	1836.65	-1.25958
33.525	4767	0	4849.59	1.1829	4078	0	4147.99	1.08233	3507	0	3523.85	0.28228	2776	0.03628	2897.11	2.24433	1770	0	1821.88	1.20358
33.58	4844	1.00982	4832.53	-0.16488	4205	1.00982	4130.76	-1.15155	3624	1.00982	3506.85	-1.96358	2962	1.17985	2880.36	-1.51849	1880	1.10562	1807.64	-1.68829
33.635	4775	1.00778	4815.42	0.58142	4251	1.00778	4113.48	-2.13275	3464	1.00778	3489.8	0.4334	2919	0.7588	2863.45	-1.03353	1887	0.89063	1793.28	-2.2046
33.69	4981	0	4798.21	-2.62597	4303	0	4096.08	-3.20075	3497	0	3472.63	-0.40921	2975	0.12273	2846.58	-2.38603	1905	0.04248	1778.88	-2.96915
33.745	4813	0.99957	4781.33	-0.45584	4067	0.99957	4079.07	0.18674	3544	0.99957	3455.88	-1.48194	2812	0.96152	2830.07	0.33627	1821	1.00055	1764.96	-1.32293
33.8	4724	0	4764.24	0.57848	4096	0	4061.83	-0.52895	3652	0	3438.88	-3.58875	2821	0	2813.34	-0.14242	1702	0	1750.75	1.15088
33.855	4841	0.00237	4747.32	-1.34734	4155	0.00237	4044.78	-1.7102	3470	0.00237	3422.1	-0.80875	2888	0.31606	2796.91	-1.70065	1664	0.14681	1736.86	1.73097
33.909	4793	2.01062	4730.78	-0.89229	4251	2.01062	4028.17	-3.46252	3518	2.01062	3405.79	-1.89159	2901	2.36518	2780.94	-2.24811	1718	2.19658	1723.53	0.13164
33.964	4908	2.99937	4714.25	-2.78662	4216	2.99937	4011.55	-3.1855	3547	2.99937	3389.47	-2.66004	2930	2.93739	2764.89	-3.10514	1804	2.97919	1710.13	-2.24748
34.019	4867	2.0149	4697.52	-2.44332	4020	2.0149	3994.7	-0.39475	3424	2.0149	3372.91	-0.86504	2836	1.67831	2748.59	-1.64699	1769	1.8474	1696.45	-1.74582
34.074	4810	0.99665	4680.78	-1.85682	4024	0.99665	3977.86	-0.71968	3454	0.99665	3356.37	-1.65897	2739	1.20892	2732.48	-0.12318	1677	1.08307	1682.89	0.14154
34.129	5019	2.00315	4664.37	-5.10929	4143	2.00315	3961.4	-2.83973	3564	2.00315	3340.24	-3.80982	2767	1.68632	2716.62	-0.95622	1815	1.87716	1669.75	-3.49661
34.184	4731	2.1E-4	4647.59	-1.2025	4101	2.1E-4	3944.52	-2.45825	3389	2.1E-4	3323.67	-1.11532	2754	0.15239	2700.48	-1.02025	1730	0.03557	1656.16	-1.78526
34.239	4612	2.0024	4631.41	0.2799	3961	2.0024	3928.33	-0.5142	3373	2.0024	3307.84	-1.11408	2714	2.13451	2685.06	-0.55323	1665	2.09987	1643.47	-0.52204
34.294	5009	0.99211	4614.9	-5.70212	4120	0.99211	3911.77	-3.28108	3431	0.99211	3291.61	-2.3894	2703	0.56941	2669.12	-0.65036	1740	0.77711	1630.22	-2.68076
34.348	4609	0.00743	4598.41	-0.1538	3969	0.00743	3895.23	-1.16712	3345	0.00743	3275.42	-1.19608	2637	0.39579	2653.47	0.31677	1612	0.17519	1617.16	0.12641
34.403	4740	1.99831	4582.4	-2.29586	3912	1.99831	3879.24	-0.5187	3355	1.99831	3259.82	-1.64195	2683	1.78722	2638.22	-0.86297	1584	1.92951	1604.71	0.51084
34.458	4869	0.98272	4566.07	-4.42115	4081	0.98272	3862.88	-3.46004	3456	0.98272	3243.83	-3.66314	2800	1.72252	2622.84	-3.42255	1723	1.29326	1591.92	-3.24512
34.513	4592	5.0026	4550.56	-0.60666	3938	5.0026	3847.45	-1.44053	3261	5.0026	3228.83	-0.55812	2623	4.52559	2608.12	-0.2888	1548	4.85224	1580.15	0.79944
34.568	4526	0.0121	4533.86	0.1152	3733	0.0121	3830.68	1.55689	3287	0.0121	3212.39	-1.29726	2655	0	2592.18	-1.22062	1579	0	1566.75	-0.30593
34.623	4723	1	4517.92	-3.00697	4088	1	3814.78	-4.36521	3347	1	3196.9	-2.61995	2669	1.23894	2577.23	-1.79001	1612	1.14447	1554.56	-1.43905
34.678	4574	0.9989	4501.92	-1.06188	3963	0.9989	3798.82	-2.6314	3339	0.9989	3181.36	-2.76015	2631	0.89996	2562.12	-1.34609	1622	0.94399	1542.21	-2.0054
34.733	4356	1.00253	4485.99	1.92159	3756	1.00253	3782.93	0.43297	3087	1.00253	3165.89	1.38659	2496	1.16942	2547.21	1.00576	1532	1.07959	1530.04	-0.04972
34.787	4881	2.0061	4470.27	-6.08099	3984	2.0061	3767.29	-3.50049	3297	2.0061	3150.69	-2.5792	2645	2.14566	2532.53	-2.21748	1608	2.08294	1518.16	-2.27766
34.842	4604	1.99028	4454.5	-2.22262	3804	1.99028	3751.59	-0.84714	3111	1.99028	3135.43	0.43273	2454	1.74105	2517.73	1.26358	1533	1.87401	1506.16	-0.68371
34.897	4341	0.99737	4438.63	1.45494	3689	0.99737	3735.77	0.76005	3173	0.99737	3120.04	-0.94239	2592	1.16809	2502.95	-1.76977	1489	1.0588	1494.11	0.13049
34.952	4587	2.98613	4423.25	-2.44982	3862	2.98613	3720.5	-2.31167	3231	2.98613	3105.26	-2.24792	2563	3.46551	2488.8	-1.48174	1520	3.2341	1482.79	-0.9539
35.007	4466	4.00275	4407.87	-0.87162	3615	4.00275	3705.24	1.47992	3089	4.00275	3090.47	0.02634	2446	3.5847	2474.43	0.56995	1507	3.81986	1471.32	-0.91962
