t	chcl3dec	irf	chcl3fit	chcl3res	etohdec	etohfit	etohres	h2odec	h2ofit	h2ores	iprohdec	iprohfit	iprohres
166.145	16	3.43402	8.84846	-2.1897	9	8.26918	-0.24512	7	5.32056	-0.69869	5	8.89023	1.35669
166.2	8	2.18832	8.76641	0.2359	5	8.20342	1.07446	7	5.31088	-0.73915	9	8.64401	-0.12332
166.255	8	3.18771	8.86674	0.27109	13	8.28783	-1.49012	5	5.32865	0.13944	13	8.83487	-1.45256
166.31	10	2.93584	8.88153	-0.35974	13	8.29017	-1.54165	3	5.36517	1.08206	11	8.74502	-0.80857
166.365	9	3.06891	8.92503	-0.02469	12	8.35258	-1.20837	2	5.42808	1.51633	8	8.90108	0.31639
166.42	8	2.7885	8.92916	0.31975	8	8.3477	0.11662	4	5.44619	0.63285	8	8.81022	0.28256
166.475	8	3.90209	9.07307	0.36219	14	8.45614	-1.83665	5	5.49422	0.20968	7	8.96529	0.68538
166.53	12	2.22813	8.96586	-1.03065	2	8.42923	2.21245	3	5.59224	1.07844	5	8.96246	1.41077
166.584	4	2.43537	8.97708	1.67989	6	8.42139	0.8621	10	5.5458	-1.7546	7	8.90392	0.70307
166.639	9	3.15537	9.05679	0.01905	7	8.47194	0.55198	8	5.55818	-0.93033	6	8.96854	1.07996
166.694	11	2.69316	9.04346	-0.64043	7	8.48486	0.55252	10	5.61156	-1.59653	9	8.99892	-3.9E-4
166.749	7	0.94701	8.86155	0.60574	7	8.38913	0.54721	7	5.61093	-0.51688	10	8.93981	-0.37483
166.804	11	3.1438	9.02504	-0.65034	8	8.41913	0.15842	9	5.47241	-1.28335	6	8.82585	0.99909
166.859	10	4.22779	9.18392	-0.26248	5	8.56242	1.35728	6	5.59325	-0.15253	10	9.10295	-0.31716
166.914	12	0.19502	8.83015	-1.00239	9	8.3972	-0.23154	10	5.68703	-1.64324	10	8.97575	-0.35964
166.968	9	1.86711	8.89389	-0.03374	7	8.3503	0.52738	2	5.46311	1.3761	9	8.77222	-0.07998
167.023	10	4.58654	9.16622	-0.25529	7	8.51211	0.59058	6	5.49009	-0.20817	5	8.99437	1.40252
167.078	8	3.03675	9.10942	0.33282	5	8.53851	1.39389	6	5.66188	-0.14345	7	9.08012	0.72543
167.133	12	1.14148	8.92896	-0.92131	6	8.44625	0.93202	6	5.65954	-0.14899	7	8.98653	0.68815
167.188	10	1.89735	8.94159	-0.32075	5	8.40684	1.28766	5	5.53471	0.25363	9	8.87185	-0.045
167.243	14	3.39414	9.07858	-1.49908	7	8.4812	0.55545	4	5.52808	0.67591	10	8.97021	-0.37464
167.298	15	2.15111	8.99113	-1.84949	7	8.45912	0.55149	5	5.6072	0.26858	7	9.00057	0.72781
167.353	10	3.25143	9.09725	-0.27786	9	8.49554	-0.18489	3	5.55669	1.11879	11	8.94144	-0.74346
167.407	10	2.59319	9.06679	-0.29676	10	8.52475	-0.518	3	5.64868	1.19791	8	9.0945	0.3817
167.462	8	1.37582	8.93793	0.3052	8	8.42765	0.14717	8	5.60919	-1.00434	4	8.91167	1.7246
167.517	8	4.52855	9.23063	0.4077	6	8.56972	0.89018	6	5.54434	-0.18777	5	9.00943	1.43765
167.572	8	4.01	9.28459	0.45417	9	8.66984	-0.11514	7	5.74059	-0.51898	8	9.21722	0.41614
167.627	6	3.18145	9.27441	1.13429	12	8.68815	-1.17913	3	5.80797	1.16819	12	9.17729	-0.95883
167.682	6	1.13919	9.0831	1.05406	8	8.61475	0.22043	12	5.84599	-2.44536	8	9.20449	0.40655
167.737	11	1.76179	9.07842	-0.66565	6	8.54095	0.93831	6	5.68625	-0.13053	7	8.96421	0.62114
167.792	5	4.06366	9.29557	1.43186	6	8.6747	0.95228	5	5.69114	0.2962	14	9.18343	-1.49836
167.846	13	2.35856	9.19048	-1.24696	6	8.64866	0.97076	2	5.80434	1.63043	12	9.17728	-0.86882
167.901	12	1.50211	9.08697	-0.97101	9	8.58757	-0.15466	8	5.76218	-0.92217	9	9.11545	0.03651
167.956	6	0.75799	8.95001	0.94342	4	8.48043	1.62999	3	5.67089	1.16877	15	8.99881	-1.877
168.011	14	1.71594	8.96357	-1.61066	11	8.44022	-0.93126	3	5.54311	1.16346	8	8.91719	0.28533
168.066	11	1.12825	8.85779	-0.67002	5	8.37655	1.20217	7	5.51609	-0.67112	10	8.92585	-0.3516
168.121	3	0	8.66073	1.76097	9	8.22268	-0.27482	7	5.39656	-0.71708	7	8.72308	0.57794
168.176	13	3.53749	8.92415	-1.25452	12	8.29605	-1.33771	6	5.22212	-0.36009	10	8.67892	-0.43767
168.23	11	3.57897	8.99019	-0.60598	6	8.3977	0.82511	2	5.39174	1.46867	8	8.95827	0.33419
168.285	9	2.89662	8.97683	-0.00737	9	8.38856	-0.2241	6	5.43104	-0.24384	5	8.83328	1.34595
168.34	14	2.83455	8.99496	-1.61912	7	8.4395	0.51616	3	5.4859	1.07643	8	8.988	0.34691
168.395	14	0.51519	8.75774	-1.61353	6	8.29624	0.84159	5	5.47513	0.1996	11	8.80679	-0.745
168.45	10	1.60469	8.7754	-0.38302	11	8.25713	-1.01287	9	5.32295	-1.54467	7	8.72811	0.59863
168.505	4	2.06605	8.78323	1.45699	2	8.24602	2.19313	4	5.29411	0.5188	7	8.73965	0.60263
168.56	8	2.00612	8.75843	0.23594	8	8.22299	0.0783	6	5.27871	-0.28661	10	8.71776	-0.44717
168.615	12	1.90947	8.72659	-1.03514	6	8.19595	0.77639	10	5.25542	-1.85307	12	8.6962	-1.14447
168.669	10	2.48101	8.76435	-0.39075	11	8.20067	-0.94485	6	5.22455	-0.30286	7	8.67497	0.59219
168.724	16	3.1665	8.84596	-2.23758	13	8.25463	-1.63299	7	5.25279	-0.70678	8	8.74308	0.26091
168.779	5	2.603	8.82515	1.13624	9	8.26582	-0.24939	7	5.31605	-0.65769	4	8.77691	1.64385
168.834	11	1.29649	8.69055	-0.6894	6	8.19499	0.7456	5	5.31617	0.12245	9	8.72119	-0.09997
168.889	14	1.46102	8.64947	-1.61325	13	8.13495	-1.64208	5	5.21836	0.08602	8	8.61057	0.22378
168.944	12	1.98442	8.65815	-1.01273	8	8.12382	0.04153	5	5.17481	0.07071	8	8.6239	0.23396
168.999	14	2.60132	8.70616	-1.64684	4	8.13516	1.47226	8	5.15659	-1.17172	10	8.60377	-0.54076
169.054	7	2.36032	8.69205	0.50017	8	8.14787	0.05122	7	5.19717	-0.72928	4	8.67297	1.76622
169.108	10	0	8.42852	-0.4495	7	7.98276	0.32362	8	5.17638	-1.16356	9	8.52983	-0.18363
169.163	9	2.68509	8.60043	-0.11754	12	7.99399	-1.4066	3	4.99137	0.81297	4	8.36636	1.67716
169.218	11	4.42724	8.81364	-0.65265	4	8.16152	1.42275	5	5.10965	0.04518	4	8.68373	1.79907
169.273	15	2.98093	8.76487	-1.88953	13	8.16933	-1.61022	9	5.2452	-1.57733	7	8.65195	0.6452
169.328	18	1.52403	8.63539	-2.80938	14	8.12971	-1.95676	3	5.27958	0.97696	5	8.68716	1.38269
169.383	8	0.04796	8.42488	0.12683	3	7.97329	1.66809	6	5.17258	-0.36599	10	8.45478	-0.58873
169.438	9	1.78413	8.49373	-0.15113	12	7.9575	-1.42924	4	5.01788	0.44076	8	8.41473	0.14663
169.492	11	1.5655	8.43997	-0.77188	8	7.92249	-0.02685	6	5.01731	-0.43002	8	8.43105	0.14737
169.547	9	0.82885	8.31715	-0.20589	8	7.82907	-0.06086	5	4.9579	-0.01997	9	8.32485	-0.22232
169.602	11	1.36908	8.29764	-0.86422	6	7.77867	0.63777	5	4.8575	-0.06596	7	8.25353	0.41031
169.657	9	2.81982	8.40991	-0.18557	4	7.81947	1.30581	5	4.8196	-0.08452	14	8.27231	-1.86377
169.712	9	1.97663	8.34527	-0.20152	7	7.81177	0.28503	4	4.89382	0.42398	9	8.34657	-0.21262
169.767	15	1.27365	8.25045	-2.09969	9	7.73475	-0.43257	2	4.84644	1.44341	13	8.20841	-1.51523
169.822	7	2.17878	8.29731	0.3993	13	7.74449	-1.79676	5	4.79294	-0.10077	6	8.22788	0.71656
169.877	11	1.88622	8.26018	-0.8433	10	7.72085	-0.76927	5	4.80478	-0.09628	11	8.2138	-0.87622
169.931	13	2.27634	8.28348	-1.45942	8	7.72486	-0.09228	3	4.7843	0.9048	8	8.19994	0.06706
169.986	9	0.75842	8.11538	-0.27373	12	7.6415	-1.45283	1	4.80119	1.90059	13	8.18629	-1.59476
170.041	11	1.06499	8.06896	-0.94819	8	7.55425	-0.15239	8	4.66645	-1.62232	6	7.99481	0.68199
170.096	11	4.48161	8.38696	-0.81728	8	7.71397	-0.10184	4	4.63571	0.30539	11	8.13981	-0.9908
170.151	8	4.50855	8.51189	0.1601	5	7.85438	1.05405	3	4.85714	0.89214	3	8.36088	1.95031
170.206	9	4.23418	8.60283	-0.12559	8	7.9547	-0.0166	5	5.0024	0.00117	11	8.42305	-0.9375
170.261	7	2.30472	8.49267	0.46687	5	7.95791	1.13617	4	5.14027	0.52784	8	8.51752	0.18828
170.316	13	1.79695	8.43559	-1.46807	7	7.89901	0.35414	6	5.08389	-0.46455	4	8.3435	1.53566
170.37	11	2.75747	8.51487	-0.81834	5	7.95023	1.13321	5	5.07433	0.03717	4	8.44992	1.5956
170.425	11	1.92316	8.44617	-0.82616	9	7.91447	-0.39786	2	5.10433	1.51077	8	8.3992	0.13922
170.48	11	1.54987	8.38361	-0.85136	6	7.87634	0.65883	5	5.07443	0.0353	13	8.38251	-1.64399
170.535	6	0.87735	8.26792	0.71718	5	7.78668	0.95896	1	5.01093	1.90255	10	8.27705	-0.60497
170.59	7	1.19074	8.22656	0.39912	11	7.72605	-1.14956	5	4.91338	-0.04161	9	8.20646	-0.26616
170.645	11	3.73468	8.45187	-0.83908	11	7.8172	-1.10998	5	4.85753	-0.06595	7	8.22596	0.39431
170.7	8	4.49553	8.61618	0.20539	14	7.9717	-2.13132	7	5.02643	-0.89258	8	8.47896	0.15063
170.754	12	1.78322	8.43305	-1.16067	8	7.9165	-0.02855	4	5.16382	0.53874	10	8.45031	-0.49843
170.809	8	3.99661	8.65127	0.20046	4	8.00777	1.35273	5	5.08661	0.0375	11	8.39959	-0.87771
170.864	9	2.85534	8.61506	-0.11786	6	8.06727	0.70676	8	5.26815	-1.20837	11	8.64994	-0.80344
170.919	9	2.70702	8.62675	-0.11674	7	8.04225	0.35404	4	5.23701	0.53564	12	8.44064	-1.20138
170.974	15	4.56659	8.85387	-1.94358	11	8.21601	-0.9912	3	5.31356	1.03466	9	8.72362	-0.09101
171.029	16	2.40164	8.73211	-2.27319	7	8.19041	0.4363	7	5.45522	-0.6833	2	8.69124	2.1646
171.084	8	0.82686	8.55784	0.16992	9	8.10061	-0.31156	3	5.42416	1.08412	7	8.63683	0.539
171.139	7	0.66594	8.45642	0.45066	12	7.98477	-1.34675	7	5.27592	-0.78876	9	8.43847	-0.18718
171.193	6	2.8844	8.61285	0.80002	7	8.03893	0.33609	4	5.18431	0.52385	12	8.48768	-1.15658
171.248	14	2.42148	8.59112	-1.65612	4	8.04893	1.34139	5	5.25785	0.11051	13	8.55866	-1.44519
171.303	13	2.42969	8.59655	-1.4163	12	8.0435	-1.31077	4	5.24534	0.53925	8	8.50628	0.15922
171.358	6	2.98478	8.66331	0.86663	11	8.09071	-0.96383	6	5.26505	-0.30576	9	8.57697	-0.13304
171.413	11	3.63121	8.77005	-0.70129	13	8.16052	-1.59361	7	5.312	-0.70225	14	8.61332	-1.69403
171.468	15	3.24039	8.79543	-1.94061	7	8.22176	0.40232	6	5.41822	-0.24933	11	8.73815	-0.75395
171.523	7	1.15722	8.61007	0.52391	7	8.1319	0.35794	6	5.44752	-0.24176	8	8.64977	0.21659
171.578	6	1.50572	8.58298	0.87183	9	8.07791	-0.29658	7	5.3292	-0.71606	7	8.54023	0.51027
171.632	13	1.9449	8.58576	-1.45358	13	8.06468	-1.62516	7	5.28719	-0.74952	9	8.55464	-0.14492
171.687	7	2.83968	8.66365	0.56153	7	8.08849	0.36739	1	5.26178	1.94974	2	8.53557	2.23439
171.742	7	4.82137	8.91119	0.64103	11	8.24678	-0.92928	3	5.32718	1.04075	13	8.69483	-1.5014
171.797	7	4.37483	8.99426	0.6567	9	8.36704	-0.2164	6	5.525	-0.21483	9	8.87418	-0.0433
171.852	10	1.17932	8.74485	-0.41331	7	8.2788	0.44597	4	5.62958	0.74553	12	8.83949	-1.06676
171.907	7	0.28291	8.57818	0.54309	9	8.13432	-0.31494	3	5.47226	1.11812	6	8.60478	0.89637
171.962	16	1.06405	8.55129	-2.51414	7	8.07465	0.38812	8	5.33174	-1.15539	8	8.56244	0.18865
172.016	10	1.46088	8.52531	-0.48561	5	8.02118	1.15107	5	5.24939	0.10277	10	8.48749	-0.53851
172.071	6	2.09244	8.54791	0.834	6	8.01801	0.73962	6	5.20645	-0.33014	10	8.5027	-0.53688
172.126	6	2.16938	8.54339	0.82278	7	8.00477	0.36554	8	5.19695	-1.16614	6	8.48443	0.91744
172.181	10	4.60506	8.80615	-0.37753	8	8.1407	0.05081	5	5.19697	0.08195	6	8.55545	0.9163
172.236	11	6.16039	9.10198	-0.60021	4	8.38334	1.58308	8	5.41185	-1.09806	4	8.85919	1.71798
172.291	8	3.00336	8.95432	0.30012	14	8.40172	-1.96569	5	5.67203	0.29726	8	8.96952	0.33585
172.346	12	3.20115	9.00768	-0.93087	8	8.42003	0.1455	4	5.63443	0.73094	8	8.84436	0.29249
172.401	11	2.06705	8.92273	-0.64276	10	8.42436	-0.54222	3	5.71405	1.22747	10	8.9989	-0.33166
172.455	16	0.53065	8.73129	-2.1916	7	8.27242	0.43222	6	5.61941	-0.17412	10	8.72851	-0.41869
172.51	11	2.31034	8.82715	-0.63314	9	8.2946	-0.23809	1	5.49738	2.21809	13	8.7733	-1.34409
172.565	8	1.97798	8.78487	0.22657	8	8.26479	0.09234	5	5.50457	0.25586	10	8.75089	-0.395
172.62	7	1.65275	8.72559	0.5052	8	8.22575	0.08095	7	5.47044	-0.72554	13	8.72883	-1.37375
172.675	15	0.28604	8.53305	-1.87555	10	8.09784	-0.68205	4	5.4039	0.64988	7	8.61809	0.52652
172.73	18	0.4531	8.43856	-2.84017	5	7.98287	1.06201	2	5.23455	1.53428	10	8.45327	-0.51879
172.785	10	1.02658	8.40007	-0.47998	9	7.9205	-0.39863	3	5.12221	0.94908	9	8.41323	-0.20745
172.84	9	1.44058	8.37621	-0.17924	4	7.86908	1.40759	9	5.04175	-1.77018	5	8.34056	1.20647
172.894	13	2.21108	8.41543	-1.2996	10	7.87545	-0.74598	5	5.00347	0.00153	8	8.35802	0.14353
172.949	11	1.46509	8.32776	-0.76436	8	7.828	-0.05998	4	5.01082	0.42053	5	8.34195	1.35189
173.004	9	0.92856	8.22337	-0.23069	4	7.74354	1.2968	6	4.93984	-0.42126	5	8.23711	1.43186
173.059	17	1.07068	8.16644	-2.5862	10	7.67592	-0.81604	5	4.84954	-0.05827	7	8.16713	0.53396
173.114	10	4.16371	8.44721	-0.45461	13	7.79424	-1.74606	8	4.78455	-1.3127	0	8.18723	3.83589
173.169	13	2.52449	8.36784	-1.37596	11	7.83822	-1.11786	10	4.9948	-2.08229	6	8.44083	1.14358
173.224	10	0.73835	8.18233	-0.55084	6	7.69625	0.59156	7	4.9348	-0.84311	1	8.1457	3.09418
173.278	13	4.27212	8.49355	-1.3321	7	7.85036	0.28702	6	4.85539	-0.48083	6	8.2884	0.90932
173.333	9	2.42318	8.39612	-0.18888	11	7.86173	-1.02724	3	5.0471	0.86851	3	8.41818	2.09845
173.388	10	0.91015	8.23501	-0.54613	2	7.75756	1.94333	3	5.00398	0.85885	8	8.24568	0.09004
173.443	7	0.1862	8.08033	0.33975	10	7.64547	-0.81563	6	4.9039	-0.50146	12	8.17556	-1.37132
173.498	14	1.84504	8.15344	-1.88045	9	7.61022	-0.47208	3	4.74541	0.84943	14	8.0175	-1.99417
173.553	6	4.55865	8.43508	0.7832	15	7.78294	-2.46738	4	4.79222	0.38554	10	8.25117	-0.56906
173.608	12	3.17035	8.40579	-1.14943	8	7.82929	-0.05799	7	4.98264	-0.98178	7	8.34827	0.43118
173.663	10	0.63493	8.17202	-0.59835	7	7.71765	0.23632	4	5.01285	0.46886	9	8.26585	-0.23613
173.717	6	4.16491	8.47723	0.78337	9	7.81915	-0.40371	2	4.86129	1.26562	12	8.16217	-1.22734
173.772	13	3.08043	8.45932	-1.405	6	7.91544	0.66353	6	5.10027	-0.3896	10	8.53842	-0.49023
173.827	10	1.38837	8.31377	-0.50587	12	7.79576	-1.56441	3	5.06507	0.87613	6	8.20855	0.76002
173.882	6	3.99108	8.55528	0.76659	7	7.94431	0.34354	7	5.04274	-0.83039	7	8.43931	0.4953
173.937	13	3.27229	8.56731	-1.35021	4	7.97773	1.39667	10	5.17129	-2.00886	13	8.44452	-1.50009
173.992	18	3.91975	8.69158	-2.82088	7	8.08407	0.38872	5	5.24321	0.10022	6	8.57192	0.86265
174.047	12	1.6737	8.52733	-1.06886	5	8.03431	1.08032	6	5.34724	-0.27157	6	8.5751	0.81888
174.102	12	1.76046	8.50098	-1.08849	11	7.98389	-1.09727	7	5.25201	-0.71361	7	8.43345	0.4344
174.156	7	3.65947	8.68187	0.50456	12	8.07994	-1.29869	6	5.23819	-0.32649	16	8.5385	-2.2966
174.211	7	4.35166	8.83087	0.55484	6	8.19936	0.73312	3	5.35704	1.06601	9	8.66447	-0.10328
174.266	10	2.55888	8.73902	-0.39656	7	8.20815	0.41575	5	5.50028	0.22373	19	8.75525	-3.07342
174.321	8	3.7878	8.88592	0.27709	9	8.26849	-0.2534	5	5.46149	0.20639	15	8.66662	-1.87214
174.376	13	2.9149	8.86449	-1.2865	21	8.33349	-4.3026	2	5.60811	1.63183	4	8.9129	1.45935
174.431	11	0	8.56731	-0.73722	3	8.15346	1.76187	5	5.56697	0.26894	13	8.61056	-1.33704
174.486	11	1.24968	8.57711	-0.7162	2	8.08985	2.01753	6	5.36814	-0.29604	11	8.47911	-0.77591
174.54	13	1.69868	8.56686	-1.29175	4	8.07024	1.34845	6	5.32621	-0.33231	9	8.5277	-0.15279
174.595	13	0.7056	8.42092	-1.36019	14	7.96506	-1.99934	6	5.27288	-0.35861	6	8.42003	0.8117
174.65	12	1.85393	8.46079	-1.05649	11	7.93934	-1.08211	2	5.15115	1.51376	11	8.34725	-0.84357
174.705	12	4.00368	8.67543	-1.01268	11	8.05384	-1.01384	4	5.155	0.5621	7	8.45362	0.46753
174.76	13	2.50633	8.59955	-1.36162	7	8.0714	0.36163	1	5.30657	2.01772	10	8.58088	-0.47304
174.815	4	1.09599	8.45142	1.39228	9	7.9675	-0.34417	5	5.26478	0.13059	9	8.40589	-0.20053
174.87	12	5.98471	8.92946	-0.99331	11	8.19892	-0.95148	4	5.18578	0.61925	13	8.51137	-1.50553
174.925	7	3.96518	8.90147	0.62614	7	8.32357	0.44959	4	5.53772	0.7584	11	8.9048	-0.73567
174.979	8	2.02957	8.77118	0.26365	5	8.23797	1.11426	9	5.54146	-1.68315	5	8.6251	1.23936
175.034	11	3.41653	8.90583	-0.72544	6	8.33757	0.78899	2	5.53467	1.7202	7	8.81625	0.64665
175.089	7	1.92931	8.79502	0.58409	11	8.28354	-0.91113	2	5.58647	1.72288	7	8.72668	0.61476
175.144	9	0.86623	8.65063	-0.11436	11	8.20337	-0.95612	6	5.53838	-0.22465	4	8.70499	1.69924
175.199	6	0.98076	8.5807	0.82066	9	8.10025	-0.30962	5	5.3933	0.1914	11	8.50559	-0.90747
175.254	11	4.71072	8.92122	-0.65375	10	8.26548	-0.5644	1	5.33249	2.373	4	8.6428	1.653
175.309	14	3.42637	8.9046	-1.62951	10	8.33704	-0.53796	6	5.554	-0.24429	9	8.85619	-0.05194
175.364	11	2.45882	8.85228	-0.66456	8	8.3096	0.10257	3	5.5672	1.32081	11	8.73276	-0.81296
175.418	12	1.86336	8.78854	-0.9493	6	8.294	0.78942	4	5.57333	0.83438	10	8.79999	-0.40762
175.473	10	2.33775	8.81198	-0.34138	14	8.26583	-1.9478	1	5.49764	2.46346	8	8.65491	0.22687
175.528	8	3.91064	8.98384	0.27523	7	8.38465	0.47966	2	5.53332	1.84522	5	8.8456	1.33215
175.583	13	2.51968	8.91	-1.14418	7	8.37519	0.49666	6	5.63387	-0.19417	8	8.8446	0.29455
175.638	18	1.01065	8.74692	-2.623	5	8.28796	1.22346	4	5.61221	0.8061	12	8.78785	-1.15177
175.693	12	3.06271	8.89954	-0.8992	11	8.31389	-0.99951	3	5.48044	1.20714	8	8.67621	0.24601
175.748	17	4.61351	9.10785	-2.32167	7	8.47946	0.57783	4	5.59338	0.71258	4	8.95559	1.75207
175.802	14	1.73326	8.90511	-1.45733	4	8.41368	1.72384	5	5.72859	0.32583	8	8.91967	0.32292
175.857	8	0.70347	8.75189	0.22013	4	8.3017	1.60068	7	5.62278	-0.63007	7	8.77276	0.61824
175.912	7	1.95287	8.79791	0.52637	6	8.2761	0.81037	6	5.49001	-0.22317	8	8.69459	0.25086
175.967	7	3.61004	8.95803	0.58449	8	8.36113	0.13236	8	5.49254	-1.05334	12	8.79566	-1.11749
176.022	14	4.35697	9.10622	-1.51427	7	8.47714	0.52225	2	5.59811	1.51151	6	8.9177	0.99109
176.077	8	2.58709	9.01305	0.32397	13	8.48289	-1.55445	4	5.73489	0.73605	9	9.00462	0.00152
176.132	18	3.66967	9.14105	-2.80144	11	8.53157	-0.82794	8	5.69154	-0.99959	7	8.91218	0.61859
176.187	8	3.48425	9.18585	0.375	7	8.62385	0.53153	7	5.82048	-0.53346	13	9.15471	-1.23678
176.241	10	0.01835	8.85398	-0.35651	12	8.43743	-1.14584	4	5.83107	0.81888	8	8.9377	0.30512
176.296	8	3.44234	9.10286	0.34875	8	8.50061	0.1629	4	5.61954	0.68711	13	8.85702	-1.31012
176.351	10	3.83729	9.20031	-0.24745	8	8.61519	0.21454	5	5.7686	0.31976	10	9.13365	-0.27706
176.406	7	1.70852	9.03687	0.65893	10	8.53616	-0.52868	2	5.82028	1.65423	9	9.00598	0.00187
176.461	10	1.57865	8.9806	-0.32236	11	8.49336	-0.90529	9	5.74266	-1.45673	10	8.98002	-0.3319
176.516	11	1.10188	8.87931	-0.66693	5	8.40312	1.29659	7	5.66299	-0.59793	11	8.86545	-0.6987
176.571	12	3.38882	9.06117	-0.95071	2	8.46795	2.33595	6	5.57216	-0.1935	7	8.87489	0.62886
176.626	10	2.96783	9.06533	-0.29394	6	8.51362	0.88259	4	5.68276	0.78841	11	9.02897	-0.68738
176.68	12	2.61485	9.05364	-0.91657	7	8.50077	0.53813	4	5.68133	0.76041	6	8.93615	0.98482
176.735	11	1.44778	8.93179	-0.64339	5	8.45847	1.22275	4	5.70096	0.79694	7	9.00028	0.67091
176.79	3	0.71902	8.79588	1.84309	15	8.32817	-2.31119	3	5.57686	1.22231	9	8.76312	-0.07945
176.845	15	1.92615	8.83739	-2.00529	12	8.32704	-1.1882	2	5.47695	1.55494	4	8.80738	1.61244
176.9	9	0.20137	8.61841	-0.12799	7	8.18779	0.37151	5	5.44278	0.20026	15	8.69543	-2.229
176.955	10	0.51838	8.53465	-0.48253	13	8.07655	-1.54835	6	5.26297	-0.33719	10	8.52943	-0.51992
177.01	7	0.8501	8.47138	0.4998	8	8.00152	4.7E-4	6	5.15615	-0.36926	11	8.48824	-0.88804
177.064	8	2.20623	8.54168	0.17731	13	7.99248	-1.64894	11	5.05846	-2.52078	7	8.41442	0.51457
177.119	5	2.075	8.52036	1.18077	12	7.99898	-1.33367	3	5.09572	0.86361	3	8.51977	1.99351
177.174	15	1.36879	8.42799	-2.19067	6	7.92249	0.62192	3	5.05503	0.83896	6	8.37896	0.81866
177.229	6	1.57485	8.39952	0.81508	7	7.89605	0.29506	8	5.00315	-1.25893	7	8.39583	0.48353
177.284	9	1.3318	8.33285	-0.22518	5	7.8286	0.9371	6	4.94761	-0.46052	5	8.29017	1.16325
177.339	11	2.22293	8.38013	-0.87329	10	7.83825	-0.74391	5	4.89888	-0.04522	5	8.30839	1.13108
177.394	10	1.52647	8.29918	-0.55673	12	7.79466	-1.48681	6	4.91112	-0.48164	22	8.29308	-4.51359
177.449	7	0.6712	8.16309	0.39764	10	7.69513	-0.78293	3	4.84856	0.79224	9	8.18899	-0.25936
177.503	8	2.16372	8.24332	0.08265	7	7.69191	0.2381	2	4.73759	1.25244	8	8.11974	0.03851
177.558	10	2.54893	8.28173	-0.57276	7	7.72816	0.24734	9	4.78182	-1.97631	12	8.22959	-1.17292
177.613	8	2.64055	8.30821	0.10677	8	7.73492	-0.09183	4	4.79965	0.37931	9	8.18223	-0.24291
177.668	8	5.13885	8.60765	0.2051	12	7.92047	-1.44233	6	4.85723	-0.54897	11	8.34688	-0.86331
177.723	7	3.05405	8.53031	0.51652	5	7.97118	1.09718	2	5.09886	1.48864	6	8.53154	0.78332
177.778	12	0.51995	8.28835	-1.24493	7	7.83144	0.31426	4	5.08323	0.49557	11	8.32404	-0.83696
177.833	5	1.49115	8.30018	1.12101	7	7.79344	0.29754	4	4.94178	0.44673	14	8.25273	-1.79758
177.888	14	2.64046	8.38558	-1.86003	9	7.82169	-0.43186	5	4.91421	-0.04175	5	8.27153	1.02885
177.942	7	2.69702	8.41166	0.46485	4	7.85515	1.43452	3	4.96877	0.95813	18	8.3458	-3.12312
177.997	9	1.44645	8.29476	-0.22179	4	7.79515	1.39096	6	4.99115	-0.47267	6	8.29667	0.73869
178.052	8	4.01719	8.53622	0.16957	8	7.89606	-0.03838	6	4.92235	-0.47667	12	8.28154	-1.22446
178.107	12	2.98479	8.51503	-1.05611	11	7.96432	-1.10439	2	5.11288	1.34792	8	8.5337	0.18366
178.162	9	2.04365	8.44703	-0.17486	10	7.9039	-0.77997	6	5.09787	-0.40345	6	8.32617	0.81677
178.217	15	4.2156	8.67488	-1.97832	7	8.05111	0.36411	5	5.11202	0.05009	7	8.52188	0.57522
178.272	11	1.46894	8.4715	-0.78658	6	7.98502	0.66167	9	5.25437	-1.62191	7	8.52583	0.56345
178.326	13	2.40864	8.52971	-1.36874	9	7.97299	-0.34234	6	5.14175	-0.37962	7	8.38493	0.54091
178.381	6	4.0215	8.71424	0.86802	6	8.10156	0.71387	2	5.19695	1.31741	2	8.57975	2.50689
178.436	9	2.00535	8.58092	-0.13179	14	8.06574	-2.01577	3	5.31709	0.99304	8	8.58281	0.20898
178.491	10	3.4571	8.72433	-0.4151	10	8.12015	-0.6512	9	5.25823	-1.63738	9	8.53006	-0.16615
178.546	11	5.16626	8.97483	-0.64765	8	8.30987	0.10459	4	5.38492	0.61936	5	8.77842	1.30888
178.601	4	2.12784	8.78715	1.53971	8	8.28011	0.08907	9	5.57971	-1.5296	11	8.83422	-0.76572
178.656	12	1.69736	8.72442	-1.04163	10	8.21351	-0.56183	2	5.48834	1.52648	14	8.65536	-1.79265
178.711	9	3.45773	8.88297	-0.03701	4	8.29821	1.35921	3	5.45882	1.0647	9	8.75702	-0.0805
178.765	14	1.97174	8.77492	-1.68056	10	8.27051	-0.54998	7	5.54697	-0.67262	10	8.79063	-0.40312
178.82	12	0.65533	8.60495	-1.09829	19	8.15386	-3.48848	6	5.47541	-0.24	4	8.64569	1.50287
178.875	8	1.78194	8.63683	0.20483	8	8.12455	0.04053	4	5.34128	0.62089	10	8.56947	-0.48284
178.93	10	1.0919	8.52823	-0.47611	13	8.06016	-1.64661	4	5.32687	0.6001	10	8.58343	-0.50435
178.985	7	3.22545	8.69775	0.55572	9	8.09753	-0.28539	3	5.21578	0.9801	8	8.4749	0.16562
179.04	10	3.63129	8.79051	-0.40568	6	8.21362	0.70792	5	5.35073	0.15685	10	8.75736	-0.43934
