t	chcl3dec	irf	chcl3fit	chcl3res	etohdec	etohfit	etohres	h2odec	h2ofit	h2ores	iprohdec	iprohfit	iprohres
50.9739	96	38.0928	94.3606	-0.17197	87	86.6963	-0.03464	59	58.3092	-0.09324	94	93.2889	-0.07718
51.0288	83	30.54	94.2061	1.17688	83	86.8887	0.44704	53	58.9687	0.79212	84	93.2834	1.00496
51.0837	87	26.4972	94.0262	0.7379	89	86.962	-0.23326	54	59.1777	0.67535	88	93.4658	0.59015
51.1386	89	29.7214	94.4347	0.57006	75	87.1636	1.38518	55	59.0786	0.5371	99	93.2668	-0.61545
51.1934	106	27.8674	94.4499	-1.21152	85	87.3984	0.27195	69	59.4574	-1.25061	70	93.9492	2.56109
51.2483	84	23.4341	94.0744	1.06325	63	87.1655	2.74403	57	59.3936	0.31103	91	93.376	0.25539
51.3032	87	26.5213	94.297	0.76587	75	87.305	1.41148	60	59.2185	-0.10194	86	93.6225	0.81617
51.358	98	26.3558	94.3249	-0.38339	69	87.3228	2.09717	58	59.2316	0.15959	86	93.5208	0.80735
51.4129	88	30.4307	94.8159	0.70804	74	87.655	1.54944	59	59.2791	0.03619	89	93.8433	0.53091
51.4678	86	27.6716	94.7637	0.91534	85	87.788	0.31636	68	59.6099	-1.10062	86	94.1169	0.87811
51.5226	92	20.1329	94.0265	0.21217	69	87.4305	2.04224	49	59.5976	1.40506	90	93.8189	0.41613
51.5775	97	22.5467	93.9915	-0.31272	92	87.2273	-0.52634	61	59.0274	-0.26466	84	93.2799	1.00133
51.6324	96	28.3052	94.4638	-0.15939	87	87.4784	0.05224	54	58.8989	0.65858	67	93.6276	2.86762
51.6872	97	24.8575	94.2223	-0.28718	85	87.432	0.26641	57	59.1	0.28345	90	93.7039	0.39914
51.7421	80	25.7647	94.2786	1.46925	97	87.4259	-1.05728	46	58.9303	1.78361	80	93.512	1.44129
51.797	99	28.2089	94.5557	-0.45571	82	87.6319	0.61777	48	58.9599	1.50388	101	93.7789	-0.77518
51.8519	101	22.15	94.0164	-0.72591	84	87.4212	0.37806	56	59.1015	0.4212	89	93.7306	0.50945
51.9067	94	22.4413	93.8568	-0.01493	69	87.1933	2.03407	55	58.6862	0.49907	88	93.2155	0.55146
51.9616	94	33.8347	94.9535	0.09977	73	87.7553	1.67309	47	58.5303	1.57885	102	93.6199	-0.88663
52.0165	98	32.2198	95.2158	-0.29294	79	88.1974	1.06203	54	59.2737	0.70683	80	94.4642	1.51812
52.0713	74	28.6611	95.1678	2.24378	81	88.2816	0.84269	71	59.5516	-1.50469	79	94.3175	1.62772
52.1262	90	30.7609	95.5538	0.59811	70	88.6212	2.14543	57	59.7063	0.354	96	94.7061	-0.13828
52.1811	92	24.0454	95.0678	0.32953	65	88.4932	2.69289	46	59.9825	1.83424	89	94.722	0.61151
52.2359	71	20.8075	94.6041	2.54365	72	88.1523	1.8315	67	59.6567	-0.96055	93	94.2142	0.12976
52.2908	87	29.7247	95.3228	0.89631	79	88.42	1.06133	68	59.2657	-1.15017	81	94.214	1.3869
52.3457	76	30.1688	95.5809	2.07947	90	88.7511	-0.14151	61	59.6977	-0.17525	80	94.9153	1.55128
52.4006	98	28.8502	95.6633	-0.24646	76	88.8569	1.44753	52	59.8647	1.05727	88	94.7724	0.70522
52.4554	89	24.8052	95.3673	0.67493	88	88.8512	0.09419	50	60.0555	1.34775	102	95.0983	-0.7161
52.5103	99	18.9289	94.6472	-0.45547	88	88.3473	0.03833	47	59.7513	1.75706	109	94.3403	-1.52838
52.5652	96	24.1044	94.8438	-0.12127	73	88.3116	1.67285	49	59.2154	1.43514	94	94.2267	0.0236
52.62	101	21.6537	94.4746	-0.67504	79	88.099	1.00211	58	59.1438	0.1607	94	94.193	0.01994
52.6749	84	17.9057	93.8303	1.02365	90	87.6197	-0.26484	49	58.7466	1.37684	95	93.6483	-0.13941
52.7298	92	18.3485	93.455	0.15114	76	87.2218	1.2529	40	58.144	2.53515	85	93.1892	0.85637
52.7846	83	16.5754	92.8628	1.03014	94	86.7283	-0.81813	50	57.645	1.06935	83	92.7703	1.04152
52.8395	99	17.5999	92.4931	-0.68169	78	86.2853	0.93151	61	56.9868	-0.57008	93	92.1798	-0.08799
52.8944	87	14.5252	91.7289	0.5022	61	85.7164	2.78669	47	56.5079	1.35673	91	91.8428	0.09184
52.9493	93	14.7996	91.1789	-0.19219	83	85.0851	0.23459	60	55.6797	-0.61166	79	90.9104	1.30734
53.0041	90	16.5266	90.8145	0.08682	77	84.6955	0.87572	46	55.0898	1.27283	78	90.7258	1.39034
53.059	91	14.7189	90.1573	-0.08972	74	84.0848	1.15428	35	54.5142	2.73551	84	89.9885	0.65168
53.1139	79	18.3477	90.0158	1.18404	75	83.7806	1.00574	54	53.8894	-0.01557	70	89.6625	2.11889
53.1687	94	19.7654	89.8313	-0.45187	93	83.5313	-1.07442	56	53.5671	-0.34717	84	89.4197	0.58785
53.2236	76	22.7159	89.8991	1.52461	60	83.46	2.66392	50	53.3273	0.47587	92	89.2922	-0.29294
53.2785	85	23.871	89.9296	0.54698	86	83.4691	-0.28821	49	53.3252	0.62647	89	89.3671	0.03995
53.3333	84	18.6752	89.3156	0.59472	77	83.1371	0.69292	57	53.3294	-0.52677	108	89.1632	-2.06073
53.3882	74	15.8031	88.6817	1.65883	74	82.6145	0.98815	35	52.8662	2.56985	81	88.4947	0.81451
53.4431	75	17.7374	88.4338	1.53983	82	82.2875	0.03352	58	52.3303	-0.81835	83	88.125	0.56216
53.4979	73	11.1223	87.3439	1.66619	73	81.5578	0.98022	35	51.9741	2.43594	69	87.6386	2.05829
53.5528	79	10.7734	86.6019	0.89177	86	80.7537	-0.60896	43	50.9948	1.15933	76	86.4808	1.15741
53.6077	65	15.659	86.4352	2.52228	53	80.3972	3.21641	52	50.2753	-0.25491	80	86.2298	0.69895
53.6626	74	12.5907	85.6556	1.35902	71	79.7644	1.02814	53	49.8581	-0.45775	70	85.6609	1.73653
53.7174	58	15.7283	85.4093	3.21291	84	79.3402	-0.55259	55	49.163	-0.86271	82	85.0449	0.33809
53.7723	72	17.1213	85.1463	1.52708	68	79.0608	1.31784	40	48.8428	1.29755	89	84.9166	-0.45402
53.8272	80	10.6616	84.0892	0.47608	62	78.3213	1.96013	41	48.5023	1.09432	85	84.2679	-0.08106
53.882	86	13.4823	83.7242	-0.26182	75	77.7712	0.32559	47	47.6466	0.09591	98	83.4061	-1.61491
53.9369	68	13.0344	83.1568	1.73607	68	77.3001	1.09434	46	47.2359	0.18401	81	83.2246	0.2465
53.9918	85	8.88022	82.16	-0.32248	67	76.4559	1.12841	41	46.6041	0.84378	67	82.2232	1.69847
54.0466	76	12.3197	81.7943	0.65748	76	75.9392	-0.00727	48	45.7877	-0.33479	82	81.6479	-0.03965
54.1015	81	6.8408	80.6308	-0.04202	81	75.0751	-0.69933	38	45.2866	1.09989	81	81.0148	0.00169
54.1564	80	9.56704	80.0955	0.01097	69	74.3253	0.6375	50	44.25	-0.87014	68	79.8573	1.37632
54.2113	70	15.391	80.0649	1.147	66	74.0844	0.96935	46	43.7184	-0.34975	72	79.8072	0.91376
54.2661	73	11.3689	79.2603	0.71602	66	73.475	0.89556	36	43.4758	1.14899	76	79.2473	0.38123
54.321	76	11.3835	78.6947	0.31139	78	72.9076	-0.61504	43	42.874	-0.01973	68	78.5844	1.27319
54.3759	73	8.97217	77.868	0.56253	57	72.2221	1.87214	45	42.3608	-0.41905	73	77.9981	0.60267
54.4307	79	10.3528	77.3428	-0.1925	66	71.593	0.68216	36	41.628	0.8911	70	77.1537	0.85572
54.4856	80	12.7415	77.0144	-0.34917	68	71.1953	0.392	39	41.1537	0.34585	63	76.8671	1.65875
54.5405	62	9.80613	76.2301	1.65921	66	70.5568	0.5581	34	40.7768	1.08208	51	76.2405	3.00256
54.5953	81	7.90896	75.4105	-0.6552	59	69.8416	1.3413	28	40.1641	1.95338	78	75.512	-0.29856
54.6502	73	3.55803	74.2244	0.14353	79	68.8702	-1.25538	52	39.4431	-2.046	78	74.5941	-0.41036
54.7051	61	9.48394	73.9605	1.54907	59	68.2599	1.15951	36	38.4193	0.39654	72	73.6119	0.19546
54.76	77	12.0062	73.6499	-0.40137	68	67.9216	-0.00995	40	38.0921	-0.31701	83	73.6013	-1.14163
54.8148	69	7.24116	72.6717	0.44381	66	67.1446	0.14708	39	37.7062	-0.2153	57	72.7243	1.87644
54.8697	73	7.65414	72.021	-0.1199	55	66.4946	1.47712	35	37.02	0.32578	68	72.0602	0.48761
54.9246	54	7.26727	71.314	2.11875	54	65.8023	1.55871	32	36.4154	0.71943	62	71.3172	1.13266
54.9794	77	8.52678	70.7797	-0.76567	53	65.2181	1.61675	30	35.8201	0.96555	61	70.7078	1.18502
55.0343	51	9.50061	70.2915	2.39486	52	64.6962	1.69158	33	35.3424	0.39161	73	70.1635	-0.35152
55.0892	65	6.84579	69.4602	0.55704	59	64.0258	0.67027	49	34.9364	-2.37342	70	69.5943	-0.04965
55.144	74	5.36623	68.6252	-0.68506	50	63.2415	1.77832	45	34.2732	-1.83069	63	68.6777	0.70124
55.1989	54	8.56428	68.2421	1.79118	57	62.7128	0.76189	24	33.6144	1.63556	67	68.0861	0.13346
55.2538	67	11.3767	67.9993	0.12657	61	62.3503	0.1808	35	33.2469	-0.30065	65	67.704	0.33454
55.3086	62	11.3041	67.5947	0.70424	65	61.985	-0.40737	33	33.069	0.01188	72	67.4062	-0.57573
55.3635	50	8.90686	66.9329	2.12586	48	61.4543	1.82714	28	32.8155	0.84541	57	66.8683	1.24992
55.4184	69	7.19345	66.2244	-0.3525	61	60.8404	-0.02156	34	32.3862	-0.28881	68	66.2271	-0.22259
55.4733	69	7.69434	65.6784	-0.41997	49	60.2729	1.52004	25	31.8691	1.20184	53	65.5731	1.57989
55.5281	58	6.9042	65.0245	0.89131	43	59.6878	2.27092	31	31.4516	0.08025	58	65.0514	0.88451
55.583	68	6.93886	64.4286	-0.45769	54	59.0782	0.70048	37	30.9382	-1.08874	58	64.3264	0.80131
55.6379	61	10.8404	64.2746	0.41588	55	58.7562	0.51923	34	30.5112	-0.62661	73	63.9461	-1.15192
55.6927	59	8.82472	63.6799	0.58857	59	58.3069	-0.09737	37	30.3933	-1.21297	66	63.6497	-0.30202
55.7476	63	7.86077	63.0995	0.01266	52	57.7569	0.80437	26	30.0044	0.72976	67	62.9354	-0.51994
55.8025	51	7.8572	62.5815	1.47883	52	57.2845	0.72741	27	29.6538	0.48723	61	62.543	0.19649
55.8573	60	5.46044	61.8044	0.23209	46	56.6211	1.47763	28	29.2568	0.23705	52	61.823	1.26348
55.9122	80	6.80105	61.3226	-2.41572	46	56.0859	1.4154	22	28.7227	1.29379	57	61.2138	0.54552
55.9671	56	6.21036	60.7072	0.6111	54	55.5257	0.21625	29	28.3464	-0.12817	58	60.7029	0.35123
56.022	54	7.4825	60.276	0.82486	57	55.0302	-0.28204	27	27.8919	0.17307	63	60.0776	-0.38521
56.0768	60	5.48465	59.5573	-0.05791	44	54.4603	1.49433	23	27.6032	0.90084	47	59.673	1.6737
56.1317	55	7.2039	59.1531	0.54795	47	53.9293	0.97995	24	27.067	0.61341	66	58.8521	-0.9341
56.1866	55	10.9498	59.0762	0.55243	50	53.7409	0.53142	28	26.8457	-0.22639	62	58.7998	-0.42264
56.2414	50	7.99709	58.4617	1.17343	43	53.2795	1.46518	31	26.7898	-0.84018	52	58.3376	0.84605
56.2963	56	8.18689	58.0429	0.2824	54	52.872	-0.163	23	26.4845	0.68779	59	57.8598	-0.15484
56.3512	51	3.88035	57.1398	0.84782	55	52.215	-0.40106	18	26.2396	1.61247	63	57.3336	-0.75946
56.406	53	7.41672	56.8856	0.53428	42	51.741	1.40762	31	25.6117	-1.059	46	56.4926	1.41626
56.4609	34	8.07778	56.5109	3.07604	51	51.4363	0.0638	21	25.4852	0.90511	47	56.5097	1.29677
56.5158	57	4.64717	55.7225	-0.17139	45	50.7732	0.8333	32	25.1799	-1.38894	46	55.6373	1.31146
56.5707	61	7.08353	55.4097	-0.75918	47	50.3886	0.49024	27	24.7442	-0.4573	60	55.278	-0.65482
56.6255	59	5.64371	54.8047	-0.56915	44	49.863	0.86655	22	24.4898	0.48622	59	54.7355	-0.60444
56.6804	61	6.59164	54.3951	-0.88881	40	49.4231	1.40126	16	24.1206	1.57913	52	54.2344	0.31288
56.7353	68	6.86473	53.9691	-1.85844	54	49.0123	-0.75575	27	23.8627	-0.61395	54	53.8301	-0.02374
56.7901	44	4.69945	53.2929	1.22967	52	48.4625	-0.53532	25	23.6029	-0.28004	41	53.3096	1.7034
56.845	52	8.08749	53.1257	0.15179	37	48.118	1.70653	35	23.1708	-2.42025	43	52.7414	1.3567
56.8999	61	7.3256	52.6865	-1.12326	37	47.7962	1.6464	33	23.1224	-2.0116	57	52.6601	-0.61512
56.9547	50	4.36011	51.9661	0.26893	36	47.1903	1.70871	18	22.8383	0.9634	49	51.8798	0.41093
57.0096	58	9.35894	51.9797	-0.83936	46	46.9871	0.15394	21	22.4522	0.29575	55	51.5778	-0.498
57.0645	42	8.45412	51.6125	1.34019	36	46.7157	1.6943	18	22.4978	0.93337	54	51.4479	-0.3688
57.1193	57	7.57459	51.2034	-0.80471	49	46.3486	-0.41864	24	22.3446	-0.36124	43	50.953	1.15462
57.1742	49	6.12253	50.6879	0.23712	39	45.9543	1.10264	26	22.1947	-0.86051	46	50.6546	0.69046
57.2291	50	3.93528	50.0176	0.0025	38	45.3824	1.14983	17	21.8776	1.11251	37	49.9713	1.91948
57.284	44	5.76136	49.6834	0.8175	42	44.9822	0.46511	17	21.4773	1.03321	47	49.5205	0.3824
57.3388	56	5.76929	49.253	-0.97838	38	44.5793	1.01655	15	21.251	1.42991	39	49.1324	1.53528
57.3937	50	3.78647	48.6076	-0.20286	34	44.0549	1.56397	20	20.9925	0.23109	39	48.6279	1.46824
57.4486	40	3.33482	48.0326	1.16618	49	43.5053	-0.87	15	20.5731	1.33435	51	47.9863	-0.46138
57.5034	47	4.24924	47.5935	0.08577	45	43.0434	-0.31242	17	20.1887	0.7659	35	47.51	1.89556
57.5583	35	6.91823	47.4074	1.79086	43	42.7357	-0.04238	21	19.8852	-0.26863	55	47.0968	-1.21628
57.6132	53	6.45283	47.0228	-0.87497	44	42.4318	-0.25366	18	19.8212	0.43194	38	46.9237	1.37514
57.668	52	2.89546	46.2736	-0.8526	26	41.8555	2.53891	17	19.6094	0.62878	43	46.2974	0.50813
57.7229	54	7.09032	46.2024	-1.15389	32	41.5776	1.5675	16	19.1757	0.76278	45	45.8137	0.12588
57.7778	45	7.24325	45.9145	0.13387	39	41.3528	0.38914	16	19.1853	0.76754	35	45.7824	1.65287
57.8327	44	5.68669	45.4489	0.20792	32	40.9472	1.50049	20	19.0468	-0.23504	38	45.2293	1.12296
57.8875	36	9.63499	45.5176	1.37215	41	40.8608	-0.02364	15	18.8786	0.9663	39	45.0847	0.95027
57.9424	45	5.64834	44.9198	-0.01176	34	40.5156	1.08761	16	19.0197	0.77116	48	44.9316	-0.48117
57.9973	56	4.02165	44.3729	-1.74626	38	40.0219	0.32751	16	18.7143	0.69826	42	44.2134	0.36172
58.0521	52	5.76505	44.1196	-1.19865	34	39.7345	0.93437	14	18.448	1.112	45	43.9728	-0.16664
58.107	49	2.29316	43.3856	-0.86747	36	39.1869	0.51178	15	18.2781	0.82818	34	43.458	1.54335
58.1619	38	3.68731	43.0124	0.77241	37	38.7403	0.28232	10	17.8222	1.95555	40	42.8396	0.46268
58.2167	34	3.95759	42.597	1.32131	52	38.3602	-2.18411	14	17.5898	0.90058	16	42.5642	4.40029
58.2716	35	4.48232	42.2312	1.14019	35	37.9599	0.47396	24	17.3015	-1.68046	40	42.0152	0.33535
58.3265	32	5.11312	41.9119	1.5672	42	37.6612	-0.69279	17	17.1299	0.03271	34	41.8081	1.31151
58.3814	38	4.94018	41.5428	0.56649	34	37.2978	0.52958	18	16.9384	-0.26918	40	41.3264	0.22245
58.4362	47	5.00116	41.1957	-0.92287	43	36.9976	-0.97229	15	16.7894	0.44892	37	41.0966	0.69136
58.4911	37	1.80519	40.4943	0.5472	38	36.4573	-0.25632	16	16.5887	0.14717	39	40.5368	0.25151
58.546	50	6.90308	40.5506	-1.47775	36	36.2562	0.04212	13	16.173	0.81327	39	40.0852	0.17949
58.6008	41	5.58247	40.1735	-0.12753	32	36.0391	0.66805	13	16.2849	0.84505	35	40.1747	0.85071
58.6557	42	0.14203	39.2695	-0.42643	31	35.3697	0.72604	13	16.0607	0.79322	36	39.3511	0.56554
58.7106	45	4.22441	39.1389	-0.92672	35	35.0557	0.00954	15	15.5455	0.14245	36	38.8951	0.4941
58.7654	36	3.58531	38.7104	0.42975	42	34.7052	-1.26774	17	15.4434	-0.40799	33	38.6799	0.9773
58.8203	42	5.55933	38.5443	-0.55494	38	34.4293	-0.63122	16	15.1831	-0.21748	38	38.1902	0.03268
58.8752	29	3.55237	38.0464	1.47618	31	34.1125	0.54737	16	15.1803	-0.21908	23	38.1306	2.612
58.93	38	1.23119	37.4097	-0.09719	24	33.5471	1.69954	13	14.8534	0.48579	30	37.3157	1.27781
58.9849	35	4.27289	37.2516	0.3724	29	33.2937	0.77117	15	14.5196	-0.12891	34	37.1021	0.54092
59.0398	41	2.05227	36.678	-0.71811	26	32.8445	1.25194	9	14.3894	1.50768	40	36.6697	-0.58268
59.0947	30	2.89304	36.3312	1.07188	35	32.4641	-0.46299	12	14.0603	0.59754	32	36.1882	0.73782
59.1495	36	4.62556	36.1357	0.02241	24	32.2122	1.50212	18	13.8652	-1.20484	29	35.9253	1.20962
59.2044	42	5.47972	35.9414	-1.00977	30	31.9989	0.36095	9	13.7884	1.38228	37	35.6889	-0.22708
59.2593	33	6.33055	35.797	0.46617	32	31.8421	-0.02867	7	13.7638	1.92598	31	35.5119	0.78943
59.3141	30	4.82307	35.4391	0.93433	39	31.5925	-1.34744	8	13.7888	1.62651	34	35.3044	0.22745
59.369	45	4.62717	35.1493	-1.67845	30	31.3158	0.24248	15	13.6599	-0.37655	28	34.922	1.20497
59.4239	32	7.04323	35.144	0.54456	31	31.2235	0.04103	15	13.5833	-0.40708	35	34.79	-0.03644
59.4787	35	5.57489	34.84	-0.02805	26	31.0345	0.92431	18	13.6894	-1.22195	28	34.6825	1.17722
59.5336	22	3.53221	34.395	2.13975	25	30.6965	1.05378	12	13.6044	0.43937	42	34.2763	-1.35831
59.5885	35	4.79627	34.212	-0.13581	28	30.4707	0.46785	12	13.4138	0.37937	33	33.9761	0.17195
59.6434	26	4.15771	33.8898	1.39473	26	30.2135	0.77945	13	13.3617	0.09591	31	33.7695	0.47969
59.6982	35	5.82288	33.7938	-0.21175	30	30.0365	0.00685	12	13.2178	0.33211	28	33.4438	0.96066
59.7531	42	5.17578	33.534	-1.50445	28	29.8699	0.3506	15	13.2722	-0.48979	32	33.4233	0.25031
59.808	31	3.34901	33.1107	0.36437	27	29.5242	0.47236	13	13.1655	0.0469	33	32.9473	-0.00956
59.8628	30	6.05318	33.0975	0.53739	42	29.4104	-2.36054	18	13.0025	-1.42302	38	32.7897	-0.97503
59.9177	36	5.06326	32.8227	-0.55309	24	29.2169	0.96875	8	13.061	1.44112	24	32.657	1.61688
59.9726	28	6.9438	32.8172	0.84862	26	29.1209	0.58632	9	12.9837	1.14471	30	32.404	0.44303
60.0274	39	5.66156	32.5635	-1.14179	26	28.997	0.56637	12	13.1243	0.32606	24	32.4552	1.58535
60.0823	32	3.15996	32.1066	0.019	27	28.6483	0.31089	11	13.0364	0.58787	17	31.9607	2.84429
60.1372	24	2.9486	31.773	1.38618	31	28.3696	-0.52147	13	12.8509	-0.04428	32	31.7291	-0.05245
60.192	28	0	31.1277	0.56175	24	27.8652	0.76293	10	12.6271	0.77284	35	31.2007	-0.72669
60.2469	38	4.4939	31.1581	-1.24916	25	27.6667	0.53938	13	12.212	-0.22644	23	30.7802	1.4973
60.3018	28	5.72879	31.0741	0.57085	28	27.5926	-0.08185	14	12.2693	-0.49731	26	30.9002	0.92058
60.3567	30	5.21594	30.8652	0.16004	18	27.395	1.88742	12	12.2573	0.07293	29	30.5517	0.28436
60.4115	32	6.53247	30.8348	-0.21805	26	27.3537	0.27255	10	12.2762	0.64814	30	30.5755	0.10605
60.4664	19	4.1542	30.4661	2.14989	15	27.1146	2.4961	14	12.3375	-0.48217	27	30.321	0.62027
60.5213	30	4.10072	30.2301	0.04315	29	26.8991	-0.43806	12	12.2128	0.06291	36	30.0479	-1.10953
60.5761	34	3.44291	29.9274	-0.78057	27	26.6542	-0.073	14	12.1241	-0.56276	30	29.8123	-0.03466
60.631	18	3.25264	29.6448	2.25973	30	26.3907	-0.75625	12	11.9733	-0.00794	29	29.4912	0.09035
60.6859	27	4.79651	29.5493	0.49996	14	26.2408	2.55856	6	11.8423	1.76153	28	29.2973	0.23907
60.7407	38	4.1863	29.3008	-1.67073	20	26.0569	1.23351	9	11.8393	0.85609	24	29.1621	0.95675
60.7956	17	2.20828	28.8697	2.25212	23	25.7358	0.56772	11	11.7373	0.22231	31	28.8177	-0.41079
60.8505	24	2.35557	28.5723	0.87455	21	25.4411	0.91076	14	11.5024	-0.74927	31	28.456	-0.48858
60.9054	27	3.74445	28.4259	0.27109	27	25.243	-0.357	7	11.3287	1.31853	29	28.2222	-0.15032
60.9602	29	6.91663	28.5576	-0.0836	26	25.2355	-0.15325	14	11.2746	-0.80175	24	28.1366	0.80273
61.0151	36	7.08902	28.529	-1.45897	21	25.248	0.8515	12	11.4727	-0.159	28	28.253	0.04899
61.07	30	6.47727	28.4229	-0.3054	32	25.1769	-1.38004	15	11.5816	-1.02551	20	28.0897	1.57646
61.1248	21	5.87689	28.2858	1.40796	34	25.1138	-1.73165	9	11.6814	0.82531	26	28.0845	0.41057
61.1797	30	2.64017	27.8235	-0.41213	20	24.8222	0.93381	13	11.6873	-0.3938	26	27.7791	0.3527
61.2346	22	1.93744	27.4711	1.0319	20	24.5132	0.88136	4	11.4599	2.27232	25	27.4	0.46869
61.2894	21	1.98507	27.1687	1.18961	19	24.223	1.03318	12	11.2408	-0.22663	28	27.0933	-0.1767
61.3443	25	5.6223	27.2736	0.4412	38	24.152	-2.81372	9	11.0436	0.62899	26	26.8802	0.16768
61.3992	37	4.77575	27.079	-1.90539	30	24.0656	-1.24041	12	11.1812	-0.24687	26	26.9932	0.18959
61.4541	31	1.8997	26.614	-0.86386	22	23.7246	0.35959	11	11.0965	0.02955	31	26.5264	-0.86095
61.5089	25	3.37546	26.4817	0.28515	15	23.5445	1.76052	16	10.8777	-1.49258	29	26.322	-0.52297
61.5638	27	5.84846	26.5444	-0.08594	20	23.4929	0.70808	9	10.8005	0.52465	31	26.1765	-0.94597
61.6187	26	5.7307	26.4545	0.08573	22	23.4613	0.30251	13	10.9351	-0.60169	25	26.267	0.24637
61.6735	18	3.97874	26.1774	1.55779	21	23.2667	0.46704	10	10.9545	0.29379	22	25.9893	0.77091
61.7284	33	5.72935	26.1976	-1.31183	25	23.2279	-0.366	14	10.8891	-0.9626	18	25.9046	1.56705
61.7833	31	2.47887	25.7572	-0.99876	26	22.985	-0.61975	12	10.9717	-0.32163	26	25.7879	-0.04329
61.8381	25	2.85515	25.5473	0.10427	29	22.7314	-1.30394	9	10.7242	0.54223	30	25.317	-0.97179
61.893	32	4.22551	25.4723	-1.25111	32	22.646	-1.95993	1	10.6514	3.14051	29	25.3424	-0.78179
61.9479	25	0.7428	24.9336	-0.01268	21	22.2763	0.26614	10	10.5946	0.187	19	24.9672	1.28197
62.0027	31	6.05328	25.1899	-1.12748	17	22.2575	1.09102	14	10.2846	-1.21616	16	24.6976	1.80488
62.0576	27	7.54409	25.3112	-0.3312	15	22.3848	1.52518	8	10.5261	0.82688	24	25.0552	0.22219
62.1125	23	5.02037	25.0659	0.40174	19	22.2514	0.68462	7	10.6817	1.21237	13	24.8185	2.48239
62.1674	20	5.62444	25.0329	0.99343	23	22.2276	-0.17271	16	10.6907	-1.70766	20	24.8075	1.03548
62.2222	25	2.10686	24.5745	-0.08529	27	21.958	-1.10909	7	10.735	1.22255	32	24.5853	-1.56122
62.2771	26	4.82312	24.6228	-0.27545	28	21.8549	-1.36277	12	10.4901	-0.51288	20	24.255	0.89155
62.332	29	5.22565	24.5631	-0.88936	21	21.8463	0.18516	8	10.5938	0.87	31	24.4414	-1.38439
62.3868	25	0.77429	23.9856	-0.20067	9	21.4699	2.70688	5	10.5721	1.86895	19	24.0135	1.02815
62.4417	18	8.3022	24.5051	1.28681	27	21.6062	-1.17703	7	10.2655	1.1466	28	23.8475	-0.84763
62.4966	32	6.64192	24.4103	-1.53161	14	21.7049	1.71809	8	10.6997	0.9352	18	24.3629	1.30487
62.5514	26	0.38012	23.7119	-0.46279	20	21.2604	0.28665	10	10.6857	0.23753	21	23.7142	0.56188
62.6063	29	5.58758	23.9551	-1.0469	22	21.2652	-0.16712	7	10.353	1.13172	25	23.5859	-0.30225
62.6612	20	6.76954	24.0348	0.84335	21	21.331	0.07444	9	10.5185	0.48019	22	23.7492	0.37676
62.7161	16	2.33426	23.5527	1.57866	19	21.0914	0.48122	9	10.6516	0.52818	30	23.599	-1.40053
62.7709	25	2.64342	23.3607	-0.34863	21	20.8594	-0.03178	12	10.394	-0.51953	16	23.1615	1.56691
62.8258	18	5.59208	23.4829	1.18709	21	20.8775	-0.02755	12	10.3131	-0.53948	18	23.2197	1.16073
62.8807	22	4.48828	23.3152	0.28932	13	20.7782	1.78445	16	10.4094	-1.78788	16	23.1441	1.56728
62.9355	18	6.82982	23.4729	1.18184	19	20.8245	0.41494	5	10.3851	1.72218	22	23.0696	0.23785
62.9904	25	6.81744	23.4957	-0.31752	20	20.898	0.20846	6	10.5973	1.43017	18	23.2633	1.21102
63.0453	19	4.52542	23.2634	0.92065	22	20.7771	-0.28561	12	10.7025	-0.41031	15	23.0872	1.83926
63.1001	23	5.45586	23.2666	0.05669	15	20.7532	1.36877	7	10.6647	1.17199	30	23.0136	-1.5754
63.155	27	3.27612	22.9746	-0.85605	24	20.598	-0.79454	9	10.7261	0.58633	17	22.9411	1.29303
63.2099	25	2.68967	22.7438	-0.47275	12	20.3833	1.9821	14	10.5655	-1.16666	18	22.6026	1.01517
63.2648	16	4.3402	22.7332	1.44283	19	20.319	0.30994	9	10.4493	0.48611	20	22.5471	0.56029
63.3196	24	3.57452	22.5451	-0.31098	15	20.1846	1.20722	10	10.4446	0.15298	21	22.426	0.31452
63.3745	22	2.23672	22.2535	0.05351	19	19.9725	0.22713	6	10.3545	1.49848	29	22.2176	-1.53372
63.4294	24	2.72859	22.0961	-0.41221	15	19.7925	1.10924	5	10.1677	1.74422	17	21.9567	1.12408
63.4842	16	1.72393	21.8015	1.24957	22	19.5766	-0.54958	8	10.0673	0.71139	19	21.8221	0.63104
63.5391	20	2.75069	21.6821	0.36323	25	19.3873	-1.29525	8	9.84226	0.63818	14	21.4782	1.6539
63.594	28	5.3983	21.8021	-1.33495	14	19.4192	1.25429	7	9.79154	0.94824	21	21.5622	0.123
63.6488	17	1.90609	21.3828	0.9489	27	19.1886	-1.80799	12	9.87912	-0.69839	16	21.4228	1.25888
63.7037	27	5.85233	21.6053	-1.17723	19	19.1898	0.04366	11	9.64356	-0.4388	23	21.1408	-0.43033
63.7586	15	3.9346	21.3897	1.36921	13	19.1596	1.44295	8	9.87252	0.59884	24	21.4637	-0.5785
63.8134	25	2.53426	21.1286	-0.82126	14	18.8966	1.19151	13	9.71582	-1.0563	25	20.87	-0.92868
63.8683	20	7.80334	21.5372	0.32367	19	19.1131	0.02657	11	9.66987	-0.41603	8	21.1745	2.92968
63.9232	21	4.00238	21.2209	0.04664	17	19.0008	0.48686	8	9.94686	0.62618	18	21.1526	0.68614
