t	chcl3_dec	chcl3_irf	chcl3_fit	chcl3_res	etoh_dec	etoh_irf	etoh_fit	etoh_res	h2o_dec	h2o_irf	h2o_fit	h2o_res	iproh_dec	iproh_irf	iproh_fit	iproh_res
63.2099	23	5.45666	23.2667	0.05672	15	5.41034	20.7533	1.36879	7	4.52497	10.6606	1.17068	30	5	23.0136	-1.5754
63.2648	27	3.27667	22.9748	-0.85601	24	3.65696	20.5981	-0.79451	9	5.45666	10.7288	0.58723	17	5	22.9411	1.29303
63.3196	25	2.68871	22.7438	-0.47274	12	2.43512	20.3834	1.9821	14	3.27667	10.5821	-1.16099	18	2	22.6026	1.01517
63.3745	16	4.34062	22.7334	1.44286	19	4.35132	20.3191	0.30995	9	2.68871	10.4335	0.48082	20	4	22.5471	0.56029
63.4294	24	3.57431	22.5452	-0.31096	15	3.66407	20.1847	1.20723	10	4.34062	10.4481	0.15419	21	4	22.426	0.31452
63.4842	22	2.23646	22.2536	0.05353	19	2.37594	19.9725	0.22714	6	3.57431	10.3597	1.50026	29	3	22.2176	-1.53372
63.5391	24	2.72921	22.0962	-0.41218	15	2.55957	19.7926	1.10926	5	2.23646	10.1714	1.74549	17	2	21.9567	1.12408
63.594	16	1.72463	21.8017	1.24961	22	2.02814	19.5767	-0.54955	8	2.72921	10.0606	0.70909	19	3	21.8221	0.63104
63.6488	20	2.74977	21.6821	0.36324	25	2.26528	19.3873	-1.29524	8	1.72463	9.85369	0.64214	14	1	21.4782	1.6539
63.7037	28	5.39884	21.8023	-1.33492	14	5.48385	19.4192	1.25431	7	2.74977	9.76493	0.9392	21	5	21.5622	0.123
63.7586	17	1.90873	21.3832	0.949	27	2.25866	19.1888	-1.80793	12	5.39884	9.89207	-0.69413	16	4	21.4228	1.25888
63.8134	27	5.85118	21.6054	-1.1772	19	4.9859	19.1899	0.04369	11	1.90873	9.65061	-0.43653	23	2	21.1408	-0.43033
63.8683	15	3.93465	21.3899	1.36926	13	5.02715	19.1597	1.44298	8	5.85118	9.83889	0.58808	24	8	21.4637	-0.5785
63.9232	25	2.53523	21.1289	-0.82119	14	1.6415	18.8968	1.19155	13	3.93465	9.76905	-1.03918	25	0	20.87	-0.92868
63.9781	20	7.80016	21.5371	0.32365	19	7.93491	19.113	0.02656	11	2.53523	9.6175	-0.43241	8	7	21.1745	2.92968
64.0329	21	4.00224	21.221	0.04665	17	4.35046	19.0008	0.48686	8	7.80016	9.96633	0.63244	18	6	21.1526	0.68614
64.0878	23	3.43775	21.0594	-0.40962	16	3.28407	18.8618	0.701	10	4.00224	9.85779	-0.04683	24	3	20.8972	-0.68437
64.1427	24	3.37318	20.9246	-0.64596	13	3.58637	18.7592	1.42022	7	3.43775	9.78211	0.89482	19	4	20.8345	0.4125
64.1975	31	0.81612	20.5105	-2.22516	25	0.98299	18.4756	-1.6089	12	3.37318	9.71483	-0.75706	25	2	20.5615	-1.00946
64.2524	16	3.11024	20.5015	0.9455	16	2.61549	18.3413	0.5735	7	0.81612	9.42435	0.83428	24	1	20.2701	-0.81394
64.3073	27	4.74455	20.5463	-1.34568	17	4.91616	18.347	0.32668	7	3.11024	9.39949	0.82572	18	5	20.3725	0.51499
64.3621	17	4.65932	20.4895	0.72762	11	4.42877	18.2903	1.72904	12	4.74455	9.47208	-0.88159	17	4	20.2512	0.70948
64.417	21	6.7411	20.6704	-0.06888	14	6.6864	18.3958	1.04914	8	4.65932	9.50068	0.53429	21	6	20.3432	-0.14295
64.4719	24	3.75129	20.3988	-0.77366	21	4.20164	18.3007	-0.65256	5	6.7411	9.71466	1.75434	23	6	20.3672	-0.59201
64.5268	24	5.87225	20.535	-0.73138	20	5.16583	18.3043	-0.4086	8	3.75129	9.61364	0.59588	20	3	20.1238	0.02808
64.5816	23	5.3813	20.4958	-0.5339	23	6.15779	18.3641	-1.1318	8	5.87225	9.76628	0.64736	22	8	20.429	-0.35526
64.6365	23	2.23335	20.1337	-0.61265	11	1.94574	18.121	1.70495	4	5.3813	9.82636	2.20216	20	2	20.0291	0.00653
64.6914	20	4.56049	20.2127	0.04489	21	4.52315	18.1116	-0.68292	6	2.23335	9.616	1.38895	13	4	20.0129	1.59495
64.7462	23	6.52415	20.3791	-0.55597	17	6.2082	18.186	0.2905	8	4.56049	9.68416	0.60825	21	5	20.0195	-0.21745
64.8011	23	4.59263	20.2178	-0.59925	13	5.21152	18.1696	1.30608	8	6.52415	9.87547	0.67249	19	7	20.1707	0.26474
64.856	16	1.97896	19.8757	0.85715	17	1.8169	17.9327	0.23647	8	4.59263	9.84872	0.64042	20	2	19.8081	-0.04416
64.9108	26	3.1213	19.8124	-1.40322	18	3.15842	17.8341	-0.04132	6	1.97896	9.63169	1.19589	16	3	19.7062	0.86297
64.9657	22	3.5382	19.7326	-0.51129	10	3.40002	17.7371	1.96171	13	3.1213	9.57719	-1.08845	32	3	19.5727	-2.88497
65.0206	18	3.60091	19.6376	0.3768	11	3.72951	17.6612	1.70113	9	3.5382	9.53732	0.16992	13	4	19.5302	1.52976
65.0755	13	3.0579	19.4801	1.51342	22	2.9778	17.5309	-1.14547	13	3.60091	9.49547	-1.10823	16	3	19.3661	0.80084
65.1303	14	5.54651	19.6327	1.29986	16	5.25906	17.5688	0.40506	12	3.0579	9.40544	-0.81595	16	4	19.3267	0.78412
65.1852	22	4.13212	19.4861	-0.5981	16	4.61894	17.5337	0.40667	12	5.54651	9.55001	-0.74246	14	6	19.4328	1.28449
65.2401	16	1.79943	19.1608	0.75438	15	1.68894	17.3057	0.59978	9	4.13212	9.51274	0.15699	18	2	19.1146	0.2758
65.2949	18	4.42656	19.2639	0.30069	12	4.17585	17.2889	1.33151	8	1.79943	9.29955	0.39382	14	3	19.0234	1.21046
65.3498	20	4.24621	19.1982	-0.18613	15	4.43355	17.2591	0.57485	9	4.42656	9.37446	0.11587	23	5	19.0783	-0.94196
65.4047	16	5.70983	19.3068	0.75424	11	5.29492	17.2858	1.5397	13	4.24621	9.37605	-1.1096	15	4	18.9768	0.98068
65.4595	21	5.53755	19.3126	-0.39172	15	6.00203	17.3499	0.5756	11	5.70983	9.51106	-0.4657	18	7	19.1773	0.28646
65.5144	19	1.64334	18.8939	-0.02479	20	1.78086	17.1139	-0.68236	11	5.53755	9.59607	-0.43441	21	3	18.9188	-0.51497
65.5693	21	3.63573	18.9216	-0.48839	19	3.31175	17.0398	-0.46061	9	1.64334	9.33708	0.10112	17	2	18.7082	0.41843
65.6241	20	1.43292	18.5917	-0.33505	27	2.03165	16.8597	-2.42015	14	3.63573	9.34406	-1.43307	8	4	18.7122	2.72579
65.679	16	3.25976	18.5939	0.61712	16	2.37242	16.722	0.16613	8	1.43292	9.11388	0.35421	18	0	18.2935	0.07469
65.7339	14	6.77802	18.8859	1.1661	26	7.07868	16.9058	-2.07426	11	3.25976	9.09866	-0.60805	13	7	18.6374	1.4502
65.7888	16	4.75246	18.7507	0.6524	14	4.6965	16.8641	0.67508	14	6.77802	9.35734	-1.5107	17	5	18.5652	0.41025
65.8436	16	4.21442	18.6711	0.63153	10	4.44232	16.8353	1.63137	4	4.75246	9.35501	1.7425	12	5	18.5606	1.7819
65.8985	16	2.26603	18.4055	0.56351	23	2.36761	16.6676	-1.55631	7	4.21442	9.34754	0.78251	15	3	18.378	0.88882
65.9534	20	1.97141	18.2202	-0.42212	18	1.96721	16.501	-0.36965	10	2.26603	9.17893	-0.27037	15	2	18.1757	0.84875
66.0082	21	1.97358	18.0544	-0.68381	9	1.97985	16.343	1.89595	8	1.97141	9.03015	0.3222	16	2	18.0098	0.52679
66.0631	22	2.25938	17.9229	-0.94934	15	2.1775	16.201	0.31009	9	1.97358	8.8922	-0.0339	8	2	17.8464	2.59075
66.118	23	4.23675	17.9978	-1.16475	18	3.98833	16.1833	-0.46062	10	2.25938	8.78368	-0.3686	16	3	17.7745	0.45987
66.1728	12	4.79145	18.0226	1.36581	15	4.81944	16.2004	0.31707	10	4.23675	8.84763	-0.34231	14	5	17.8485	1.00111
66.2277	21	10.2242	18.6217	-0.54403	13	9.30385	16.5151	0.9432	20	4.79145	8.91735	-3.29204	18	6	17.9438	-0.01424
66.2826	15	10.1869	18.9034	0.89551	14	11.1012	16.8922	0.74401	13	10.2242	9.45471	-1.01409	16	13	18.6276	0.66151
66.3375	16	1.78212	18.2461	0.52299	15	2.17533	16.6272	0.4186	11	10.1869	9.85872	-0.32209	16	5	18.356	0.57711
66.3923	25	5.45027	18.4781	-1.50506	12	4.66852	16.6494	1.21402	11	1.78212	9.50666	-0.42911	14	2	18.0876	0.99793
66.4472	17	6.29094	18.5949	0.35467	14	6.85325	16.7902	0.72856	10	5.45027	9.66641	-0.09499	22	8	18.4571	-0.84558
66.5021	20	4.88259	18.5059	-0.32517	20	4.54004	16.7424	-0.8088	16	6.29094	9.81894	-1.83605	18	4	18.2654	0.06314
66.5569	17	4.42978	18.4467	0.3124	15	4.82932	16.7442	0.43605	12	4.88259	9.82447	-0.65929	16	6	18.3876	0.56805
66.6118	26	8.02689	18.8147	-1.54763	14	7.05886	16.8956	0.73679	6	4.42978	9.81924	1.15154	17	4	18.2635	0.30347
66.6667	25	7.72083	18.9416	-1.29166	15	8.72551	17.1312	0.52733	12	8.02689	10.1424	-0.57788	21	11	18.8308	-0.52101
66.7215	29	2.3332	18.4831	-2.23097	27	2.16648	16.8914	-2.50979	11	7.72083	10.3533	-0.20451	19	3	18.4446	-0.13695
66.7764	18	5.0619	18.6374	0.13764	12	4.94218	16.9281	1.24506	9	2.3332	10.0869	0.3579	16	4	18.4194	0.58871
66.8313	17	4.0442	18.5231	0.33237	10	4.27281	16.8836	1.7579	12	5.0619	10.1832	-0.60937	13	5	18.4503	1.31758
66.8862	29	2.63657	18.3106	-2.37055	20	2.64691	16.7364	-0.82748	5	4.0442	10.1293	1.68903	14	3	18.2694	1.02547
66.941	19	3.91284	18.3224	-0.1541	13	3.70277	16.6844	0.92111	7	2.63657	9.97356	0.99119	14	3	18.1578	1.02185
66.9959	13	5.83746	18.4771	1.29097	15	5.71035	16.7582	0.46439	9	3.91284	9.96514	0.31974	22	5	18.2259	-0.9214
67.0508	13	5.23874	18.455	1.27018	12	5.449	16.7877	1.21826	9	5.83746	10.1007	0.36467	18	6	18.3155	0.07578
67.1056	20	2.9554	18.2122	-0.42008	16	3.10749	16.659	0.1665	9	5.23874	10.1389	0.39191	19	4	18.1925	-0.18918
67.1605	16	4.43781	18.2662	0.54432	19	4.12711	16.6318	-0.59832	10	2.9554	9.98607	-0.00459	14	3	18.0488	0.92885
67.2154	17	3.04798	18.0814	0.26143	12	3.51575	16.5502	1.11831	12	4.43781	10.0171	-0.64906	21	5	18.1186	-0.65722
67.2702	22	4.87439	18.1808	-0.89742	22	4.10818	16.5184	-1.31664	9	3.04798	9.89297	0.28557	21	2	17.8537	-0.7304
67.3251	14	7.45066	18.4637	1.03624	12	7.81499	16.7344	1.12286	6	4.87439	9.96354	1.2822	21	8	18.2268	-0.63621
67.38	22	3.44997	18.1521	-0.90417	20	3.61782	16.6122	-0.80856	12	7.45066	10.222	-0.57857	21	5	18.1276	-0.65897
67.4348	17	6.75903	18.438	0.33088	21	6.13871	16.7176	-1.03526	8	3.44997	10.0641	0.67564	16	4	18.0407	0.47093
67.4897	22	8.26382	18.7022	-0.7588	22	8.61092	16.9597	-1.188	13	6.75903	10.2881	-0.92118	16	9	18.4334	0.56491
67.5446	17	4.18568	18.4234	0.32751	16	4.4896	16.8838	0.21297	7	8.26382	10.5693	1.23645	22	6	18.3868	-0.84901
67.5995	16	2.24446	18.1608	0.49428	14	2.35961	16.7142	0.64984	8	4.18568	10.4492	0.82666	19	3	18.1737	-0.19976
67.6543	23	2.33882	18.0214	-1.14554	15	2.23422	16.5652	0.37839	9	2.24446	10.2461	0.42061	12	2	17.9745	1.44432
67.7092	17	3.64975	18.0249	0.24156	20	3.53491	16.5097	-0.86955	6	2.33882	10.0983	1.39211	19	3	17.9007	-0.26839
67.7641	22	3.93756	17.987	-0.95176	15	3.96243	16.4683	0.3791	6	3.64975	10.069	1.41904	17	4	17.8837	0.21792
67.8189	16	4.72556	18.0215	0.47069	14	4.52765	16.461	0.64505	10	3.93756	10.0387	0.0134	12	4	17.8337	1.44348
67.8738	20	7.28492	18.2966	-0.39193	17	7.09462	16.6232	-0.09838	12	4.72556	10.073	-0.66752	21	6	17.9626	-0.75935
67.9287	9	4.26516	18.0877	2.09715	12	4.89833	16.5998	1.22935	7	7.28492	10.3166	1.13388	13	7	18.112	1.26061
67.9835	20	2.90659	17.8995	-0.48909	12	2.52899	16.4413	1.21127	9	4.26516	10.2316	0.40556	13	2	17.7807	1.20357
68.0384	23	5.72852	18.1048	-1.15027	12	5.71611	16.5341	1.25219	8	2.90659	10.0921	0.68892	21	5	17.8879	-0.76486
68.0933	20	3.67934	17.9206	-0.48565	15	3.89459	16.4603	0.40502	8	5.72852	10.2354	0.73169	16	5	17.8936	0.4623
68.1482	22	7.04755	18.2293	-0.88064	9	6.40415	16.583	2.0596	11	3.67934	10.1335	-0.29623	16	4	17.8103	0.44342
68.203	14	3.3709	17.935	0.89752	15	4.45785	16.5386	0.42136	12	7.04755	10.3762	-0.54464	13	8	18.1175	1.21753
68.2579	19	7.5985	18.3222	-0.15459	12	5.87422	16.6166	1.2696	6	3.3709	10.2152	1.40505	24	1	17.6639	-1.50745
68.3128	18	10.8696	18.8316	0.19078	13	12.1002	17.1035	1.12378	11	7.5985	10.5106	-0.16623	14	14	18.6073	1.14
68.3676	20	1.0311	18.0534	-0.44529	22	1.2494	16.759	-1.46619	5	10.8696	10.9984	2.05076	20	4	18.2137	-0.45453
68.4225	17	4.8681	18.2654	0.29116	10	4.26427	16.7627	1.80741	10	1.0311	10.5313	0.18654	22	2	17.9807	-1.03778
68.4774	20	6.49855	18.4412	-0.35451	11	6.75895	16.9002	1.55245	10	4.8681	10.6244	0.22075	13	7	18.2628	1.32494
68.5322	21	4.50816	18.3012	-0.62096	13	4.51069	16.8498	0.97961	5	6.49855	10.7787	2.0018	9	5	18.1963	2.39227
68.5871	21	5.84085	18.4233	-0.59997	10	5.69107	16.9094	1.75186	7	4.50816	10.7178	1.26289	8	5	18.1974	2.61366
68.642	20	4.87842	18.3617	-0.38148	20	5.14903	16.9161	-0.77914	7	5.84085	10.8186	1.25745	12	6	18.2874	1.59415
68.6969	18	4.64345	18.3286	0.07794	19	4.45528	16.8817	-0.52593	11	4.87842	10.8032	-0.06729	20	4	18.1648	-0.4774
68.7517	15	3.29645	18.1591	0.73558	21	3.75757	16.8086	-1.01656	9	4.64345	10.7875	0.5922	15	5	18.1995	0.83545
68.8066	14	0.04749	17.7053	0.87607	14	0.09254	16.4935	0.60675	14	3.29645	10.658	-1.11402	18	1	17.8445	-0.04001
68.8615	20	3.63396	17.8401	-0.51066	23	3.05237	16.4327	-1.54316	10	0.04749	10.2726	0.09202	23	1	17.6278	-1.34305
68.9163	11	6.29044	18.0683	1.68165	15	6.39335	16.5656	0.37485	4	3.63396	10.2848	2.12128	15	6	17.8595	0.71991
68.9712	26	3.20868	17.8007	-2.00175	18	3.55504	16.4596	-0.37607	15	6.29044	10.4567	-1.55326	12	5	17.8325	1.50594
69.0261	16	2.12408	17.5888	0.38533	12	2.01003	16.2845	1.08632	4	3.20868	10.2948	2.16619	13	2	17.572	1.19838
69.0809	21	3.92343	17.6413	-0.78442	21	3.73644	16.2502	-1.17929	5	2.12408	10.1062	1.84415	16	3	17.5043	0.40692
69.1358	18	6.18366	17.8443	-0.03603	14	5.9977	16.3504	0.60242	7	3.92343	10.1055	1.14678	10	5	17.5824	2.12119
69.1907	10	3.59687	17.6294	1.73018	13	4.14079	16.293	0.86314	9	6.18366	10.2673	0.46105	13	6	17.6818	1.29851
69.2455	17	3.80754	17.586	0.13855	10	3.2734	16.2002	1.67038	8	3.59687	10.1477	0.8318	11	2	17.3904	1.70791
69.3004	26	5.29379	17.6971	-1.92749	20	5.64075	16.2824	-0.98578	7	3.80754	10.1046	1.15522	10	6	17.5925	2.00546
69.3553	23	1.14232	17.2606	-1.35698	14	1.45161	16.0458	0.54461	7	5.29379	10.19	1.17799	15	3	17.3915	0.63663
69.4102	18	0	16.9357	-0.25645	9	0	15.7656	1.8154	6	1.14232	9.87389	1.43053	17	0	17.0262	0.0068
69.465	12	1.56181	16.8538	1.14406	11	1.21063	15.5913	1.19434	7	0	9.55309	0.92882	21	0	16.7663	-1.08512
69.5199	22	3.11545	16.8589	-1.19707	16	3.2041	15.5417	-0.11747	9	1.56181	9.40426	0.14393	16	3	16.7774	0.19853
69.5748	15	0.35431	16.4692	0.34844	20	0.64749	15.2923	-1.24831	6	3.11545	9.36483	1.18965	14	2	16.5996	0.65445
69.6296	12	2.09819	16.4343	1.06168	12	1.57891	15.143	0.83017	7	0.35431	9.04936	0.70064	17	0	16.2796	-0.18135
69.6845	17	3.25119	16.4308	-0.13542	21	3.54671	15.1197	-1.49094	11	2.09819	8.95578	-0.68565	16	4	16.3872	0.10072
69.7394	21	2.52006	16.2814	-1.09215	14	2.32881	14.9885	0.24712	11	3.25119	8.93061	-0.67737	12	2	16.182	1.13587
69.7942	20	1.66838	16.0802	-0.92967	11	1.99494	14.8517	0.93724	8	2.52006	8.81725	0.25844	14	3	16.1355	0.58484
69.8491	20	3.30836	16.1125	-0.90519	15	2.69378	14.7693	-0.05828	12	1.66838	8.64715	-1.03198	15	1	15.8785	0.24683
69.904	20	6.22318	16.3775	-0.81918	20	6.35795	14.9314	-1.28511	9	3.30836	8.64534	-0.10803	8	6	16.1369	2.29637
69.9589	21	4.17518	16.2469	-1.08099	15	4.24361	14.8999	-0.02625	11	6.22318	8.86747	-0.64625	10	5	16.1362	1.72411
70.0137	14	7.70863	16.6269	0.61167	24	7.14638	15.0947	-2.37066	15	4.17518	8.84035	-1.90596	14	5	16.1686	0.61202
70.0686	21	6.36556	16.6536	-1.01818	9	7.05879	15.2441	1.66222	11	7.70863	9.17005	-0.57549	8	9	16.5567	2.33365
70.1235	22	5.82392	16.6948	-1.23529	11	5.24649	15.2676	1.14972	9	6.36556	9.29677	0.096	16	4	16.3607	0.09921
70.1783	15	6.46536	16.8371	0.43435	12	6.9908	15.4332	0.9522	12	5.82392	9.39984	-0.8363	17	8	16.6901	-0.08417
70.2332	13	3.94518	16.6605	0.87921	10	3.78861	15.3543	1.4367	7	6.46536	9.568	0.84058	11	4	16.5254	1.47089
70.2881	18	5.25406	16.7735	-0.29652	11	5.27074	15.4184	1.23606	5	3.94518	9.49436	1.53654	22	5	16.5852	-1.47677
70.3429	22	4.91125	16.7733	-1.27184	12	4.90986	15.4382	0.9536	7	5.25406	9.59174	0.91002	13	5	16.6108	0.96122
70.3978	15	5.10032	16.8133	0.44417	13	5.08915	15.4746	0.65875	10	4.91125	9.62838	-0.12623	11	5	16.636	1.50629
70.4527	16	4.56247	16.7822	0.18495	23	4.66956	15.4792	-1.99425	8	5.10032	9.68786	0.58863	15	5	16.6609	0.43701
70.5076	12	3.52535	16.6661	1.11015	14	3.61715	15.4167	0.37133	8	4.56247	9.69393	0.58679	8	4	16.5964	2.21139
70.5624	19	2.33589	16.4772	-0.61387	11	2.4618	15.2889	1.11569	7	3.52535	9.6192	0.90133	14	3	16.477	0.67278
70.6173	20	2.63047	16.3906	-0.89006	21	2.39105	15.1728	-1.48277	14	2.33589	9.46306	-1.54112	15	2	16.3038	0.34571
70.6722	26	8.88512	16.9861	-2.19338	13	8.15991	15.456	0.62493	8	2.63047	9.36266	0.46892	21	5	16.4335	-1.17908
70.727	11	5.19141	16.8106	1.39122	13	6.4309	15.5437	0.67187	8	8.88512	9.8133	0.624	17	10	16.9065	-0.02451
70.7819	11	0.10384	16.2775	1.25166	13	0	15.2095	0.58588	6	5.19141	9.79197	1.30491	8	0	16.3159	2.10846
70.8368	18	5.01604	16.5848	-0.33357	18	4.71836	15.2853	-0.70884	9	0.10384	9.39795	0.13694	19	3	16.3338	-0.67842
70.8916	19	6.45227	16.7725	-0.52502	13	6.41534	15.4177	0.65666	8	5.01604	9.55767	0.55459	18	6	16.5188	-0.37826
70.9465	21	4.42612	16.6512	-1.02503	13	4.78159	15.4144	0.65578	8	6.45227	9.73687	0.61408	11	6	16.6012	1.46258
71.0014	15	2.96771	16.4825	0.33814	13	2.86604	15.3	0.62214	8	4.42612	9.70104	0.59727	17	3	16.4153	-0.15815
71.0562	21	5.2079	16.6478	-0.9759	15	5.02314	15.3595	0.09725	7	2.96771	9.57954	0.89358	13	4	16.4211	0.8967
71.1111	20	2.45217	16.3779	-0.80768	11	3.0589	15.2562	1.16077	9	5.2079	9.69077	0.2409	14	5	16.4824	0.66084
71.166	26	0	15.9931	-2.25015	13	0	14.9688	0.52828	9	2.45217	9.50751	0.18069	15	0	16.0646	0.28451
71.2209	22	1.36437	15.9034	-1.40276	14	1.32008	14.815	0.21362	9	0	9.17026	0.05747	8	1	15.9083	2.05722
71.2757	17	3.93536	16.0253	-0.22492	13	3.48291	14.7959	0.46199	8	1.36437	9.01546	0.34059	16	2	15.8103	-0.04846
71.3306	20	6.76928	16.3174	-0.86269	16	6.74018	14.974	-0.26996	8	3.93536	9.0645	0.3593	15	6	16.0365	0.26962
71.3855	16	4.11593	16.1506	0.03583	17	4.50327	14.9548	-0.53404	5	6.76928	9.30927	1.46379	17	6	16.1263	-0.22815
71.4403	13	4.02048	16.1243	0.77305	19	3.72145	14.9101	-1.08877	16	4.11593	9.25216	-2.32209	18	3	15.9476	-0.52038
71.4952	14	3.79941	16.079	0.52339	18	4.1678	14.9065	-0.83006	9	4.02048	9.24395	0.08395	22	5	16.0495	-1.47237
71.5501	16	1.53187	15.794	-0.05186	9	1.51958	14.7155	1.52752	6	3.79941	9.21839	1.08629	8	2	15.8162	1.93402
71.6049	15	2.57738	15.7568	0.186	13	2.47039	14.6259	0.43981	8	1.53187	8.99732	0.34097	13	2	15.6863	0.65801
71.6598	14	3.1595	15.7265	0.42721	8	3.15175	14.5728	1.79258	7	2.57738	8.92307	0.64502	23	3	15.6474	-1.83815
71.7147	17	2.65964	15.6084	-0.33641	12	2.70661	14.4814	0.67123	9	3.1595	8.88072	-0.03976	15	3	15.5758	0.14345
71.7696	17	4.57398	15.7335	-0.30519	14	4.21134	14.5006	0.13652	11	2.65964	8.78314	-0.74825	16	3	15.5053	-0.12679
71.8244	27	5.79378	15.8855	-2.67823	13	5.97588	14.6219	0.43694	6	4.57398	8.8686	0.9562	18	6	15.703	-0.57031
71.8793	14	1.50372	15.4886	0.35305	15	1.9443	14.4421	-0.15154	8	5.79378	9.01943	0.33569	11	4	15.6198	1.1431
71.9342	20	4.18454	15.6368	-1.02527	21	3.40146	14.4157	-1.74593	17	1.50372	8.76004	-2.65025	19	1	15.3373	-0.93536
71.989	15	5.50643	15.78	0.18328	16	6.08995	14.5563	-0.38133	7	4.18454	8.83592	0.58713	14	7	15.6931	0.43395
72.0439	16	0	15.2332	-0.18244	12	0.06202	14.2468	0.60776	8	5.50643	8.97044	0.31035	17	2	15.3988	-0.41344
72.0988	20	2.67895	15.3015	-1.16257	11	2.01796	14.152	0.84577	10	0	8.58531	-0.44987	14	0	15.0972	0.28869
72.1536	17	7.99096	15.8111	-0.28742	14	7.74137	14.4277	0.11713	11	2.67895	8.56456	-0.77447	14	6	15.4008	0.36577
72.2085	17	6.11267	15.8061	-0.29147	13	6.57432	14.5473	0.44059	10	7.99096	8.95895	-0.34918	14	8	15.6783	0.43659
72.2634	13	3.18335	15.5799	0.62984	8	3.25733	14.4515	1.84538	11	6.11267	9.06368	-0.67528	14	4	15.529	0.40077
72.3183	15	2.65483	15.4621	0.11281	15	2.70907	14.361	-0.17877	7	3.18335	8.9451	0.6738	13	3	15.426	0.61954
72.3731	21	4.70049	15.6037	-1.34907	10	4.31688	14.3893	1.2226	8	2.65483	8.84466	0.29457	13	3	15.3578	0.60432
72.428	17	5.29294	15.6947	-0.32519	12	5.55089	14.4819	0.69431	8	4.70049	8.93958	0.3369	20	6	15.5577	-1.13038
72.4829	15	3.75248	15.5795	0.13919	15	3.72748	14.4322	-0.15953	1	5.29294	9.04125	2.99218	12	4	15.4767	0.89438
72.5377	16	3.8244	15.5603	-0.10529	17	3.90979	14.4187	-0.69264	9	3.75248	8.99095	-0.00348	24	4	15.4635	-2.13412
72.5926	13	1.70063	15.3005	0.53406	12	1.95416	14.2687	0.6112	9	3.8244	8.98083	-0.00719	13	3	15.3615	0.59452
72.6475	18	1.87131	15.1826	-0.67029	13	1.5762	14.1195	0.3004	7	1.70063	8.78133	0.64806	16	1	15.1162	-0.21867
72.7023	28	6.56986	15.5808	-2.95473	12	6.09055	14.2878	0.61389	5	1.87131	8.64748	1.33683	11	4	15.2083	1.05575
72.7572	14	7.22715	15.7831	0.42692	19	7.49652	14.4937	-1.22395	7	6.56986	8.93039	0.64346	22	8	15.5553	-1.60011
72.8121	25	6.14559	15.825	-2.17604	14	6.01877	14.5771	0.15803	10	7.22715	9.16453	-0.27679	11	6	15.5859	1.16273
72.8669	13	7.44371	16.0715	0.70261	11	7.41595	14.7735	1.00852	12	6.14559	9.28201	-0.88967	18	7	15.7715	-0.5514
72.9218	17	5.58116	16.0341	-0.2172	12	5.91113	14.8459	0.77939	7	7.44371	9.53366	0.84455	16	7	15.9211	-0.01926
72.9767	13	3.10666	15.8256	0.65792	12	3.21955	14.7509	0.75025	15	5.58116	9.5855	-1.78296	15	4	15.8014	0.195
73.0316	19	3.49122	15.8016	-0.7425	15	3.36989	14.7014	-0.08502	10	3.10666	9.45557	-0.17612	18	3	15.6942	-0.57249
73.0864	25	3.92853	15.8052	-2.18073	18	4.00516	14.6945	-0.92877	11	3.49122	9.4155	-0.51258	20	4	15.7109	-1.05413
73.1413	24	1.42067	15.5048	-1.9901	7	1.71458	14.5223	2.05154	4	3.92853	9.40732	1.76996	20	3	15.6051	-1.08377
73.1962	16	3.00949	15.5263	-0.11063	13	2.50109	14.4356	0.39153	7	1.42067	9.16802	0.69333	12	1	15.3561	0.82762
73.251	15	4.66629	15.6433	0.1489	9	4.85802	14.5025	1.48241	10	3.00949	9.12926	-0.2939	16	5	15.5335	-0.11621
73.3059	18	5.07963	15.7119	-0.54267	17	4.78361	14.5337	-0.67825	10	4.66629	9.20515	-0.26828	14	4	15.4862	0.37682
73.3608	17	4.76816	15.7216	-0.30707	18	5.13785	14.5898	-0.94583	10	5.07963	9.28066	-0.2428	17	6	15.6509	-0.34579
73.4156	18	2.59527	15.5063	-0.61288	12	2.57388	14.4642	0.65342	11	4.76816	9.31763	-0.53803	16	3	15.4795	-0.13911
73.4705	16	3.22231	15.4858	-0.12767	15	3.21087	14.4165	-0.15294	6	2.59527	9.16749	1.01877	12	3	15.4105	0.91149
73.5254	11	2.51548	15.3517	1.06242	10	2.58265	14.3184	1.12762	10	3.22231	9.12297	-0.29055	13	3	15.3425	0.61874
73.5803	21	5.21153	15.5598	-1.35535	16	4.71101	14.3761	-0.41774	11	2.51548	9.00403	-0.68686	17	3	15.2756	-0.45199
73.6351	17	6.26148	15.7309	-0.31839	18	6.58826	14.5353	-0.91515	13	5.21153	9.14235	-1.27802	9	7	15.5658	1.69527
73.69	13	1.9964	15.3651	0.58521	16	2.29227	14.3732	-0.4264	6	6.26148	9.31303	1.13267	12	4	15.4514	0.86587
73.7449	20	4.74735	15.5503	-1.09729	10	4.1021	14.3918	1.14244	5	1.9964	9.07866	1.35955	19	2	15.2606	-0.93812
73.7997	12	5.88695	15.7057	0.90172	21	6.29844	14.5384	-1.66224	4	4.74735	9.1845	1.7176	16	7	15.5842	-0.10219
73.8546	15	4.33498	15.622	0.15286	11	4.10194	14.5042	0.92558	16	5.88695	9.33046	-2.22318	21	4	15.4696	-1.38742
