t	chcl3_dec	chcl3_irf	chcl3_fit	chcl3_res	etoh_dec	etoh_irf	etoh_fit	etoh_res	h2o_dec	h2o_irf	h2o_fit	h2o_res	iproh_dec	iproh_irf	iproh_fit	iproh_res
123.237	10	2.72401	8.47871	-0.47582	7	2.35778	7.86793	0.29111	3	0.32186	4.85807	0.90426	7	1	8.27968	0.4375
123.292	13	3.65709	8.60573	-1.3744	12	3.81236	7.97201	-1.31847	3	2.72401	4.94663	0.93513	11	4	8.4761	-0.87431
123.347	5	3.39764	8.64967	1.16717	13	3.25678	8.01805	-1.64052	4	3.65709	5.06484	0.5051	7	3	8.48074	0.5387
123.402	8	3.87734	8.76094	0.24908	8	3.9285	8.11644	0.03745	5	3.39764	5.13694	0.06416	6	4	8.60759	0.92839
123.457	8	5.09298	8.97919	0.3244	9	4.87721	8.27005	-0.22956	7	3.87734	5.25482	-0.75568	12	4	8.69924	-1.13587
123.512	8	2.12573	8.79531	0.25728	12	2.79466	8.26617	-1.16154	5	5.09298	5.46681	0.20006	8	5	8.87852	0.30035
123.567	8	1.73103	8.73632	0.23683	8	1.1875	8.17789	0.05475	4	2.12573	5.38403	0.5993	3	0	8.57671	1.94484
123.621	12	3.35015	8.88082	-0.96516	10	3.65593	8.28076	-0.53773	5	1.73103	5.33098	0.14185	9	4	8.80185	-0.07105
123.676	10	2.54634	8.84288	-0.35429	12	2.34414	8.26098	-1.13309	12	3.35015	5.43125	-2.75943	13	2	8.7125	-1.53736
123.731	14	1.3395	8.71598	-1.57734	9	1.7595	8.21772	-0.23587	4	2.54634	5.42335	0.58653	8	3	8.78004	0.28805
123.786	14	1.34565	8.65925	-1.57111	14	0.93785	8.12598	-1.79854	2	1.3395	5.3256	1.37042	8	0	8.54625	0.1905
123.841	12	2.4029	8.72088	-0.95101	10	2.66509	8.16471	-0.54785	5	1.34565	5.25664	0.10381	3	3	8.68283	1.98185
123.896	10	0.66775	8.52898	-0.42077	14	0.64978	8.04274	-1.80532	7	2.4029	5.2833	-0.70742	6	1	8.53954	0.89169
123.951	13	1.17429	8.49357	-1.31311	10	1.16579	7.98338	-0.6342	9	0.66775	5.13325	-1.64052	8	1	8.46494	0.1704
124.005	11	0.49391	8.3545	-0.77824	9	0.60769	7.88019	-0.35025	5	1.17429	5.06897	0.02897	16	1	8.39147	-2.80964
124.06	11	0	8.20056	-0.85272	13	0	7.74388	-1.69055	6	0.49391	4.93572	-0.41567	3	0	8.23011	1.9768
124.115	15	0.36123	8.11686	-2.16465	7	0.27023	7.63595	0.21069	3	0	4.77697	0.69403	8	0	8.10447	0.03887
124.17	6	1.83136	8.1781	0.68498	5	1.68457	7.62363	0.89697	9	0.36123	4.66536	-1.76961	7	1	8.06976	0.38358
124.225	12	0.93832	8.05655	-1.26112	10	1.19947	7.56051	-0.86854	5	1.83136	4.67979	-0.14163	7	2	8.09135	0.39132
124.28	7	0.66536	7.95641	0.3094	9	0.38953	7.44881	-0.54466	10	0.93832	4.58385	-2.34526	5	0	7.90132	1.03297
124.335	6	6.27524	8.49843	0.80358	5	5.65042	7.71063	0.95835	5	0.66536	4.48532	-0.22766	5	3	8.04775	1.0097
124.39	10	6.39943	8.73205	-0.41504	9	6.89615	7.98815	-0.36282	2	6.27524	4.89254	1.3082	11	8	8.53728	-0.81096
124.444	10	3.46491	8.62805	-0.44382	4	3.43017	8.00736	1.39754	1	6.39943	5.1809	1.95884	8	4	8.497	0.16268
124.499	9	4.19291	8.77106	-0.0728	11	4.19475	8.12206	-1.01051	7	3.46491	5.19799	-0.88875	17	4	8.59034	-2.73647
124.554	12	3.63844	8.80935	-0.97188	12	3.72684	8.19319	-1.40576	4	4.19291	5.34058	0.6798	14	4	8.68226	-1.76174
124.609	12	2.12833	8.70976	-0.97735	5	2.28191	8.16968	1.16171	1	3.63844	5.4145	2.17722	9	3	8.68376	-0.1023
124.664	8	3.22325	8.81826	0.25186	9	2.93753	8.20965	-0.28967	6	2.12833	5.36402	-0.30167	8	2	8.62947	0.20982
124.719	15	2.72868	8.8087	-1.90564	9	3.09597	8.25168	-0.25923	1	3.22325	5.44373	1.90445	8	4	8.78729	0.26573
124.774	15	0.61204	8.59102	-1.94222	2	0.59058	8.11884	2.07847	8	2.72868	5.45426	-1.114	2	1	8.60915	2.32063
124.829	11	1.19626	8.56024	-0.74702	6	1.18755	8.06047	0.68262	7	0.61204	5.28731	-0.71948	9	1	8.53349	-0.17359
124.883	3	0.4597	8.41512	1.73176	9	0.5778	7.95369	-0.34248	5	1.19626	5.22151	0.0896	6	1	8.45898	0.94452
124.938	10	0.08829	8.27202	-0.53755	12	0.01204	7.81738	-1.38568	10	0.4597	5.08018	-1.99017	6	0	8.29659	0.90467
124.993	12	2.68714	8.44158	-1.13798	14	2.33405	7.84996	-2.03748	5	0.08829	4.92563	-0.0293	11	1	8.25895	-0.9972
125.048	10	3.91316	8.59977	-0.44279	16	4.02777	7.96943	-2.53949	8	2.68714	5.01379	-1.19715	6	4	8.45568	0.86225
125.103	4	2.03521	8.47759	1.39291	7	2.22685	7.94204	0.28995	5	3.91316	5.15344	0.06097	5	3	8.46064	1.19089
125.158	13	0	8.2355	-1.44386	7	0.11281	7.79227	0.24646	6	2.03521	5.0968	-0.35579	5	1	8.32074	1.15034
125.213	10	1.80585	8.31232	-0.51675	9	1.39392	7.75938	-0.39452	4	0	4.90089	0.37124	18	0	8.16046	-3.34233
125.268	17	1.74125	8.27968	-2.83755	10	2.08313	7.75841	-0.76636	6	1.80585	4.91356	-0.46094	7	3	8.30293	0.45749
125.322	14	3.50318	8.44756	-1.81746	11	2.84923	7.80151	-1.16362	8	1.74125	4.88226	-1.41005	12	1	8.16544	-1.30254
125.377	8	5.09009	8.69118	0.21163	7	5.48275	8.01535	0.3667	6	3.50318	5.00937	-0.45321	5	6	8.54164	1.20303
125.432	8	2.51146	8.55481	0.17353	8	2.48377	7.98671	-0.00467	5	5.09009	5.23633	0.10688	9	3	8.47878	-0.17705
125.487	1	3.23908	8.64598	2.37855	2	3.23018	8.04726	2.12333	2	2.51146	5.19472	1.42872	6	3	8.51663	0.9089
125.542	9	2.40722	8.6023	-0.13096	7	2.53151	8.04949	0.37631	2	3.23908	5.27289	1.44768	11	3	8.55391	-0.88342
125.597	16	2.25704	8.58911	-2.51735	8	2.15579	8.03458	0.01258	4	2.40722	5.25974	0.55126	5	2	8.5016	1.3131
125.652	9	3.80145	8.75669	-0.08373	11	3.66568	8.12838	-1.00829	7	2.25704	5.25113	-0.75728	5	3	8.57236	1.25434
125.706	11	3.13414	8.76089	-0.78087	9	3.3648	8.18112	-0.29791	5	3.80145	5.38277	0.1675	9	4	8.69781	-0.10611
125.761	7	1.4197	8.61126	0.51824	7	1.5006	8.10863	0.39471	7	3.13414	5.41894	-0.65153	7	2	8.61005	0.56149
125.816	9	0.43707	8.45034	-0.17578	9	0.51278	7.99269	-0.36119	9	1.4197	5.31611	-1.45116	7	1	8.50112	0.53445
125.871	6	3.45702	8.68351	0.88903	12	2.92027	8.05644	-1.43468	7	0.43707	5.16524	-0.7106	14	1	8.4271	-1.94351
125.926	6	3.23486	8.71932	0.90644	3	3.75815	8.14669	1.90054	4	3.45702	5.3071	0.50624	9	5	8.71029	-0.10036
125.981	14	1.22854	8.54338	-1.87775	5	1.03912	8.03814	1.17667	8	3.23486	5.36169	-1.03928	7	1	8.50007	0.50314
126.036	10	1.10097	8.46819	-0.52033	6	1.37338	7.98826	0.77005	7	1.22854	5.24153	-0.67545	8	2	8.51509	0.16473
126.091	10	0.47842	8.33188	-0.54602	6	0.2652	7.85886	0.7452	6	1.10097	5.15574	-0.32429	8	0	8.31859	0.10019
126.145	8	3.53384	8.57309	0.18224	9	3.27905	7.95254	-0.43164	7	0.47842	5.02005	-0.76052	6	2	8.36963	0.77107
126.2	6	2.78488	8.55611	0.79517	3	3.12285	7.99636	1.96816	3	3.53384	5.17221	0.84129	14	4	8.53143	-1.81171
126.255	9	0	8.27087	-0.23451	7	0.07753	7.83209	0.32499	10	2.78488	5.18937	-1.86315	15	1	8.35719	-2.20073
126.31	15	1.03356	8.26106	-2.16747	5	0.79102	7.75755	1.068	9	0	4.97497	-1.59938	10	0	8.19636	-0.60121
126.365	11	2.03912	8.30563	-0.8666	9	2.0784	7.76381	-0.45649	7	1.03356	4.91698	-0.83506	8	2	8.24927	0.08361
126.42	10	2.68496	8.36524	-0.51985	8	2.52738	7.78476	-0.08072	3	2.03912	4.92816	0.78717	6	2	8.23486	0.73153
126.475	8	1.97104	8.3082	0.09588	6	2.23606	7.77974	0.60846	8	2.68496	4.97515	-1.22361	7	3	8.30969	0.4507
126.53	10	1.41617	8.23014	-0.55968	7	1.26153	7.71146	0.23863	4	1.97104	4.94393	0.38536	7	1	8.17209	0.40603
126.584	10	1.49709	8.19334	-0.58445	12	1.65198	7.68329	-1.4301	5	1.41617	4.87945	-0.05114	7	2	8.19212	0.42444
126.639	10	1.61174	8.16534	-0.59699	7	1.44516	7.63649	0.21483	5	1.49709	4.83571	-0.07114	10	1	8.08957	-0.6708
126.694	10	0.93094	8.05546	-0.61836	16	1.20739	7.5767	-2.87977	4	1.61174	4.80175	0.32731	6	2	8.11086	0.7463
126.749	6	0.91448	7.98352	0.60733	10	0.59727	7.47892	-0.82035	9	0.93094	4.70609	-1.76944	14	0	7.92053	-2.09209
126.804	11	4.91112	8.35912	-0.79227	7	4.61953	7.6668	0.20632	5	0.91448	4.62611	-0.15264	6	3	8.06666	0.71119
126.859	10	2.56602	8.24387	-0.53492	6	3.12462	7.69867	0.53717	5	4.91112	4.90301	-0.03997	10	5	8.28885	-0.57756
126.914	14	3.02258	8.31255	-1.68942	6	2.45731	7.70281	0.52689	9	2.56602	4.88	-1.65167	5	1	8.08506	1.06164
126.968	15	3.34156	8.39019	-2.00308	14	3.87805	7.81286	-2.07523	7	3.02258	4.9473	-0.82291	11	5	8.37347	-0.87015
127.023	14	1.28796	8.21987	-1.69225	16	1.08172	7.71119	-2.83379	5	3.34156	5.03128	0.01277	7	1	8.16839	0.39688
127.078	7	0.75659	8.10785	0.31689	8	1.08306	7.64617	-0.12097	4	1.28796	4.92408	0.38444	10	2	8.18848	-0.6076
127.133	15	2.06066	8.17265	-1.94407	11	1.52205	7.61236	-1.16577	8	0.75659	4.81607	-1.33752	7	0	7.99696	0.31527
127.188	6	2.87576	8.25433	0.66964	2	3.27675	7.69423	1.92195	4	2.06066	4.838	0.36671	12	4	8.23095	-1.17885
127.243	13	1.0613	8.08687	-1.48136	7	0.91496	7.59054	0.21328	7	2.87576	4.90416	-0.97019	10	1	8.0613	-0.60637
127.298	16	2.25403	8.15649	-2.42699	7	2.26343	7.6107	0.23652	3	1.0613	4.79046	0.81913	8	2	8.08302	0.02529
127.353	11	1.8008	8.10775	-0.88557	5	1.81833	7.5831	0.97632	4	2.25403	4.82391	0.36444	20	2	8.07115	-3.65245
127.407	5	2.81129	8.19777	1.00565	9	2.60777	7.61578	-0.52739	5	1.8008	4.79118	-0.09444	7	2	8.05947	0.32272
127.462	12	5.07945	8.48271	-1.10011	4	4.91818	7.79686	1.42382	2	2.81129	4.85848	1.27835	11	4	8.226	-0.85382
127.517	9	3.24591	8.43196	-0.18819	7	3.64751	7.85882	0.31476	6	5.07945	5.10354	-0.41013	12	5	8.4125	-1.11007
127.572	9	3.0619	8.46412	-0.18946	11	2.74777	7.87378	-1.12906	7	3.24591	5.13121	-0.84519	9	2	8.29584	-0.21449
127.627	10	2.50647	8.44417	-0.55393	10	2.92142	7.91166	-0.76539	6	3.0619	5.1802	-0.36663	8	4	8.45876	0.15016
127.682	7	2.03722	8.40331	0.48291	4	1.67055	7.86079	1.37457	5	2.50647	5.18235	0.07896	10	1	8.28563	-0.56453
127.737	3	4.71967	8.68837	1.98378	10	4.70038	8.03459	-0.68084	5	2.03722	5.1545	0.06367	9	4	8.48196	-0.17485
127.792	6	2.36268	8.5562	0.89754	9	2.7122	8.0311	-0.33125	4	4.71967	5.37501	0.58337	11	4	8.57554	-0.81832
127.846	10	0.96737	8.40243	-0.56094	3	0.86798	7.92572	1.70632	5	2.36268	5.32381	0.14323	7	1	8.40063	0.47577
127.901	10	3.36675	8.59657	-0.49619	13	3.11522	7.99954	-1.75578	8	0.96737	5.19994	-1.21246	6	2	8.41716	0.81074
127.956	10	3.19063	8.63382	-0.47644	8	3.43113	8.06581	0.02236	7	3.36675	5.32163	-0.75059	7	4	8.57823	0.54311
128.011	8	1.62072	8.50537	0.16641	9	1.62424	8.00288	-0.34313	3	3.19063	5.37376	1.07357	12	2	8.4923	-1.18394
128.066	9	2.70147	8.58721	-0.13277	9	2.5679	8.02837	-0.34352	3	1.62072	5.28892	1.04717	8	2	8.47418	0.1665
128.121	9	2.44838	8.57911	-0.13777	8	2.59216	8.04334	0.01522	8	2.70147	5.33529	-1.28008	10	3	8.54536	-0.49412
128.176	9	2.4918	8.59014	-0.13183	9	2.34926	8.04107	-0.35145	2	2.44838	5.33519	1.64491	6	2	8.49319	0.84152
128.23	12	2.58516	8.60897	-1.07234	8	2.72023	8.06737	0.02451	4	2.4918	5.34425	0.67212	12	3	8.56408	-1.09262
128.285	10	2.05589	8.5633	-0.45182	5	2.01705	8.04027	1.10606	3	2.58516	5.36039	1.1339	5	2	8.51161	1.16338
128.34	7	1.06628	8.43762	0.45975	4	1.29957	7.97308	1.44542	1	2.05589	5.3272	2.10589	12	2	8.4932	-1.15476
128.395	13	0	8.25038	-1.50196	7	0	7.82662	0.30759	6	1.06628	5.21842	-0.39633	7	0	8.29704	0.44634
128.45	13	3.46776	8.51224	-1.45178	9	2.96172	7.90234	-0.40845	6	0	5.03917	-0.48041	17	1	8.25939	-2.96904
128.505	9	3.82495	8.61582	-0.12501	9	4.20842	8.02554	-0.35193	6	3.46776	5.19494	-0.3918	5	5	8.54514	1.22807
128.56	6	1.73243	8.46458	0.8165	9	1.68458	7.9577	-0.36851	2	3.82495	5.30496	1.56768	9	2	8.42646	-0.19237
128.615	11	1.63303	8.42168	-0.81084	5	1.71112	7.9243	1.02679	5	1.73243	5.21878	0.09282	3	2	8.40935	1.87385
128.669	5	4.26957	8.67892	1.15697	9	3.75139	8.03134	-0.34247	3	1.63303	5.17026	0.87004	8	2	8.3925	0.13688
128.724	11	4.90768	8.85579	-0.69772	12	5.28993	8.21691	-1.36629	6	4.26957	5.35888	-0.25702	9	6	8.73198	-0.10295
128.779	7	2.59972	8.73699	0.56521	8	2.56888	8.19323	0.0719	5	4.90768	5.5431	0.21773	10	3	8.66621	-0.49631
128.834	16	3.06844	8.80144	-2.35628	5	3.08256	8.23921	1.23414	11	2.59972	5.50391	-2.16502	7	3	8.70121	0.67014
128.889	13	3.12652	8.84515	-1.38495	6	3.10089	8.27928	0.82318	12	3.06844	5.55581	-2.56066	6	3	8.73567	1.04229
128.944	7	2.30046	8.79286	0.57664	6	2.44989	8.27372	0.79294	6	3.12652	5.60148	-0.15184	4	3	8.7696	1.7886
128.999	9	2.92163	8.85685	-0.04604	5	2.67556	8.29189	1.17203	6	2.30046	5.57136	-0.16465	9	2	8.714	-0.10642
129.054	5	4.01668	9.00717	1.27428	6	4.10553	8.40523	0.8277	4	2.92163	5.6145	0.61022	2	4	8.87054	2.57645
129.108	8	1.33864	8.79538	0.26513	12	1.67985	8.33215	-1.238	4	4.01668	5.74035	0.71717	7	3	8.86916	0.68001
129.163	11	0	8.58749	-0.78968	14	0	8.17508	-1.90665	8	1.33864	5.60217	-1.097	10	0	8.634	-0.50065
129.218	11	0.19851	8.4798	-0.81058	9	0.14175	8.05128	-0.30169	5	0	5.40568	0.19243	10	0	8.50219	-0.53327
129.273	9	2.84026	8.65713	-0.11092	13	2.4544	8.08668	-1.51229	7	0.19851	5.26075	-0.85779	9	1	8.46141	-0.19175
129.328	8	2.94044	8.69505	0.22228	8	3.28867	8.14999	0.04617	1	2.84026	5.35009	2.11703	11	4	8.65506	-0.80695
129.383	16	0	8.399	-2.48801	11	0.02294	7.9774	-0.95583	2	2.94044	5.39023	1.62861	5	1	8.47894	1.21325
129.438	10	1.07178	8.39152	-0.52339	11	0.82634	7.90359	-1.01962	3	0	5.16653	1.06853	8	0	8.31624	0.10955
129.492	8	1.80822	8.40624	0.13541	11	1.9251	7.89649	-1.02818	3	1.07178	5.10617	1.01177	9	2	8.36732	-0.22215
129.547	7	0.46484	8.22976	0.41508	6	0.51102	7.7786	0.61206	5	1.80822	5.0904	0.04584	7	1	8.2621	0.44015
129.602	4	2.83244	8.39508	1.45607	7	2.43884	7.81278	0.27093	5	0.46484	4.94064	-0.02852	5	1	8.19173	1.15272
129.657	12	2.83042	8.42514	-1.24671	7	3.19764	7.8745	0.30293	6	2.83244	5.03332	-0.46438	11	4	8.38949	-0.9428
129.712	7	0.47087	8.19182	0.42137	8	0.46662	7.73803	-0.09601	7	2.83042	5.07341	-0.87134	8	1	8.21742	0.0791
129.767	7	1.91108	8.25467	0.42083	7	1.71189	7.72347	0.26516	3	0.47087	4.90326	0.82414	10	1	8.14774	-0.67887
129.822	11	4.00979	8.4699	-0.84862	13	3.85384	7.84082	-1.86328	5	1.91108	4.9153	-0.03667	6	3	8.25715	0.80934
129.877	8	2.45608	8.39118	0.12729	5	2.82638	7.8589	0.99702	2	4.00979	5.08275	1.33487	5	4	8.38741	1.17343
129.931	8	1.16997	8.25726	0.08181	3	1.03028	7.76607	1.65101	8	2.45608	5.06349	-1.29889	7	1	8.21538	0.4297
129.986	16	2.20849	8.31314	-2.31768	11	2.21858	7.77883	-1.09418	7	1.16997	4.96344	-0.91078	8	2	8.23474	0.08668
130.041	7	1.87108	8.27242	0.3856	8	1.87939	7.75325	-0.08491	5	2.20849	4.98537	-0.00634	10	2	8.22056	-0.66729
130.096	9	2.43221	8.31376	-0.20796	12	2.32785	7.76314	-1.47757	5	1.87108	4.95497	-0.01892	10	2	8.20659	-0.66734
130.151	16	3.52509	8.44489	-2.22252	8	3.42522	7.8427	-0.05378	4	2.43221	4.98228	0.40478	8	3	8.28186	0.1033
130.206	17	4.34241	8.60397	-2.43503	11	4.30728	7.96789	-1.02342	6	3.52509	5.09384	-0.38835	2	4	8.41174	2.34995
130.261	6	2.60525	8.52123	0.76018	5	2.93765	7.98589	1.0015	6	4.34241	5.25155	-0.32076	8	4	8.50638	0.18157
130.316	11	0.24631	8.27403	-0.83034	11	0.29589	7.83911	-1.08065	8	2.60525	5.23347	-1.21062	7	1	8.33253	0.48478
130.37	14	3.35455	8.50912	-1.67254	8	2.84747	7.90308	-0.0338	4	0.24631	5.04333	0.41458	7	1	8.26109	0.4622
130.425	11	3.96448	8.63465	-0.74799	5	4.33176	8.03617	1.05884	4	3.35455	5.18377	0.47038	7	5	8.54681	0.58933
130.48	8	1.28752	8.42571	0.13692	12	1.30549	7.94057	-1.42536	7	3.96448	5.30887	-0.6841	11	2	8.4281	-0.94262
130.535	5	3.51043	8.61759	1.16354	5	3.22227	8.01604	1.01799	3	1.28752	5.18023	0.85883	8	2	8.41097	0.15062
130.59	9	2.29577	8.54673	-0.14749	9	2.71741	8.03165	-0.32893	15	3.51043	5.30853	-3.99368	9	4	8.57213	-0.158
130.645	9	2.43151	8.56007	-0.14756	8	2.01209	8.00484	0.00165	4	2.29577	5.27876	0.49944	3	1	8.39727	1.99307
130.7	14	3.13139	8.64363	-1.77454	10	3.43126	8.0848	-0.6232	4	2.43151	5.28737	0.49859	7	4	8.5919	0.56282
130.754	6	2.90572	8.66158	0.86607	11	2.61519	8.08966	-0.96418	9	3.13139	5.35488	-1.43588	8	2	8.50575	0.17881
130.809	9	3.21515	8.7264	-0.08851	10	3.48104	8.16413	-0.60093	3	2.90572	5.3857	0.93178	6	4	8.66547	0.92956
130.864	9	1.98367	8.63563	-0.11459	7	1.92465	8.11961	0.36219	10	3.21515	5.44774	-2.01358	7	2	8.57821	0.53609
130.919	13	0.85015	8.48881	-1.4187	13	1.12437	8.04024	-1.61389	5	1.98367	5.39232	0.17168	13	2	8.55878	-1.46246
130.974	11	0.86572	8.4094	-0.83805	9	0.60187	7.93623	-0.35459	5	0.85015	5.26394	0.11312	11	0	8.36161	-0.84859
131.029	6	1.93695	8.44974	0.75801	7	2.00414	7.93683	0.3162	4	0.86572	5.16457	0.5267	10	2	8.412	-0.51372
131.084	14	3.51146	8.60502	-1.66054	11	3.14157	7.99809	-1.03303	2	1.93695	5.16277	1.39898	13	2	8.39511	-1.42487
131.139	9	4.90169	8.82479	-0.05256	7	5.02755	8.17379	0.39126	5	3.51146	5.27808	0.13359	8	5	8.64553	0.19869
131.193	9	3.34447	8.78981	-0.06436	6	3.44382	8.21422	0.73807	6	4.90169	5.48009	-0.24975	11	4	8.70336	-0.71064
131.248	14	2.70366	8.77111	-1.65352	9	2.7794	8.2281	-0.25573	4	3.34447	5.50891	0.71574	7	3	8.70453	0.53025
131.303	10	0.84087	8.5809	-0.45383	7	1.03857	8.13039	0.35946	5	2.70366	5.51273	0.24953	14	2	8.64992	-1.67335
131.358	14	3.68285	8.81466	-1.64893	12	3.05031	8.19427	-1.23837	3	0.84087	5.36482	1.08189	8	1	8.54038	0.17381
131.413	9	5.17774	9.05244	0.01677	13	5.54418	8.4034	-1.52283	5	3.68285	5.51221	0.21952	12	6	8.91086	-0.99357
131.468	5	1.8562	8.83266	1.25453	10	1.97298	8.33255	-0.55242	6	5.17774	5.72805	-0.119	10	3	8.84236	-0.37234
131.523	4	3.02248	8.93216	1.634	14	2.78791	8.36343	-1.86736	2	1.8562	5.61176	1.51724	9	2	8.78565	-0.06934
131.578	15	4.05554	9.08003	-1.93776	7	4.13161	8.47599	0.48313	7	3.02248	5.67194	-0.5579	8	4	8.94109	0.31565
131.632	8	1.07875	8.83599	0.28769	4	1.46121	8.38641	1.48999	11	4.05554	5.79739	-2.12396	8	3	8.93864	0.31097
131.687	5	1.11774	8.76664	1.27946	6	0.76492	8.28375	0.80743	4	1.07875	5.63365	0.63805	11	0	8.70242	-0.79591
131.742	12	3.95031	9.01191	-0.97808	9	3.84712	8.40331	-0.20951	8	1.11774	5.5407	-0.96877	6	3	8.83662	0.98263
131.797	12	3.58103	9.05373	-0.93169	9	3.6866	8.47141	-0.19373	5	3.95031	5.7007	0.27138	8	4	8.95803	0.34352
131.852	6	2.47557	8.99237	0.9737	6	2.57449	8.46397	0.90988	6	3.58103	5.76379	-0.09305	10	3	8.95532	-0.36681
131.907	11	1.64167	8.90086	-0.69123	7	1.67944	8.40901	0.49816	10	2.47557	5.73478	-1.74127	5	2	8.89688	1.38743
131.962	11	3.30658	9.04301	-0.62232	11	3.03	8.45894	-0.85767	5	1.64167	5.65593	0.26778	10	2	8.87259	-0.41951
132.016	10	2.85352	9.0393	-0.30899	8	3.15583	8.49986	0.17551	4	3.30658	5.74445	0.72573	4	4	9.02671	1.80242
132.071	10	3.4249	9.12471	-0.28823	6	3.02689	8.52967	0.90706	5	2.85352	5.75526	0.31123	11	2	8.93393	-0.75164
132.126	6	4.44686	9.29076	1.0708	10	4.6966	8.67537	-0.48549	7	3.4249	5.82587	-0.47934	6	5	9.17613	1.18185
132.181	11	2.28764	9.15639	-0.60346	13	2.37072	8.63798	-1.56408	4	4.44686	5.97293	0.8543	5	3	9.13683	1.48334
132.236	10	1.52758	9.06021	-0.3058	3	1.63654	8.57978	2.09242	6	2.28764	5.90282	-0.04082	11	2	9.07562	-0.68037
132.291	8	0.72704	8.91878	0.30817	6	0.74713	8.47055	0.91231	6	1.52758	5.81275	-0.08108	6	1	8.95958	0.99894
132.346	8	1.93928	8.95944	0.32591	3	1.71895	8.44101	1.95097	7	0.72704	5.67038	-0.58812	7	1	8.87857	0.64225
132.401	10	3.50912	9.10662	-0.29779	10	3.47436	8.52046	-0.52677	4	1.93928	5.65649	0.73271	10	3	8.97683	-0.34318
132.455	12	1.35195	8.92323	-1.03198	5	1.71608	8.45587	1.23917	8	3.50912	5.7567	-1.00323	12	3	9.00708	-0.97966
132.51	5	0.20559	8.73557	1.23758	10	0.06852	8.30104	-0.57344	1	1.35195	5.62985	2.09393	11	0	8.76982	-0.71321
132.565	8	1.32571	8.7398	0.24073	10	1.27383	8.25213	-0.57212	3	0.20559	5.45047	1.12108	9	1	8.72495	-0.08846
132.62	9	3.74157	8.95057	-0.01609	11	3.36414	8.33266	-0.84821	7	1.32571	5.39975	-0.74077	9	2	8.73654	-0.08331
132.675	10	4.45799	9.10276	-0.28858	12	4.64559	8.47386	-1.10892	3	3.74157	5.54114	1.16256	9	5	8.98175	-0.00571
132.73	12	5.30146	9.30658	-0.8565	12	4.9815	8.61985	-1.05152	5	4.45799	5.69111	0.33634	15	4	9.03444	-1.87608
132.785	11	3.83617	9.29676	-0.54163	11	4.4284	8.72124	-0.71273	5	5.30146	5.89628	0.4149	5	6	9.29762	1.36664
132.84	8	0.10843	8.95356	0.28897	8	0.12002	8.53177	0.16723	6	3.83617	5.94777	-0.02336	10	1	9.04518	-0.30535
132.894	12	2.93798	9.13965	-0.86243	12	2.5102	8.56343	-1.06337	5	0.10843	5.69814	0.2992	12	1	8.96286	-0.94993
132.949	14	6.27631	9.53668	-1.36661	7	6.12186	8.81298	0.56399	3	2.93798	5.78487	1.15858	11	5	9.23787	-0.55724
133.004	5	3.9568	9.48225	1.34467	9	4.43437	8.8974	-0.03175	5	6.27631	6.10547	0.45554	9	6	9.46468	0.15302
133.059	17	1.77151	9.31488	-2.24997	9	1.71666	8.81471	-0.05795	6	3.9568	6.14092	0.05753	8	2	9.29871	0.43026
133.114	10	1.33215	9.22341	-0.22629	14	1.49897	8.75232	-1.65032	11	1.77151	6.03031	-2.12987	13	2	9.26829	-1.25166
133.169	7	2.27488	9.263	0.66894	11	1.92744	8.72312	-0.72815	6	1.33215	5.92991	-0.03035	7	1	9.14931	0.70775
133.224	16	4.6866	9.51807	-1.94458	13	4.65571	8.87657	-1.29676	6	2.27488	5.92526	-0.03171	8	4	9.33245	0.44974
133.278	16	2.16493	9.35316	-1.9744	9	2.54891	8.84866	-0.0484	6	4.6866	6.11469	0.04866	4	4	9.41304	1.78247
133.333	9	1.89795	9.30216	0.09065	7	1.61654	8.78341	0.56712	1	2.16493	6.02442	2.22243	8	1	9.22534	0.40109
133.388	9	2.49327	9.33323	0.09898	9	2.67293	8.80347	-0.06633	4	1.89795	5.96608	0.89947	15	3	9.31831	-1.9057
133.443	11	3.12897	9.40137	-0.47255	10	2.83574	8.82121	-0.40041	5	2.49327	5.96784	0.45909	7	2	9.25433	0.7609
133.498	7	2.74084	9.38963	0.73167	6	3.11212	8.85563	0.98269	5	3.12897	6.01339	0.50669	13	4	9.40262	-1.22197
133.553	15	0.65767	9.16757	-1.89785	10	0.62777	8.71528	-0.4421	2	2.74084	6.00985	2.03337	9	1	9.21508	0.06999
133.608	12	1.00348	9.10404	-0.93144	4	1.02481	8.63551	1.57461	8	0.65767	5.82998	-1.08501	9	1	9.13017	0.04163
133.663	8	1.44446	9.07126	0.34455	10	1.32976	8.57306	-0.48785	3	1.00348	5.72983	1.40449	6	1	9.04655	1.03486
133.717	9	2.22383	9.10118	0.03254	11	2.21441	8.56862	-0.8259	2	1.44446	5.66452	1.88538	7	2	9.05323	0.69302
133.772	5	1.42018	8.99742	1.28571	9	1.54326	8.50709	-0.1643	5	2.22383	5.66097	0.34518	11	2	9.02655	-0.67469
133.827	11	1.22047	8.91796	-0.68977	9	1.12454	8.42615	-0.19128	2	1.42018	5.56999	1.76071	11	1	8.91126	-0.72356
133.882	9	2.94794	9.04346	0.01476	8	2.79058	8.46628	0.15172	2	1.22047	5.4809	1.81784	5	2	8.92	1.38593
133.937	11	1.61277	8.92151	-0.69715	11	1.92115	8.4252	-0.83294	5	2.94794	5.55173	0.2585	8	3	8.98437	0.34803
