t	000dec	irf	000fit	000res	025dec	025fit	025res	050dec	050fit	050res	075dec	075fit	075res	100dec	100fit	100res
28.3676	6688.00	0.00000	6717.11	0.353220	6145.00	6099.62	-0.579030	5543.00	5510.89	-0.430440	4917.00	4936.46	0.275470	3764.00	3748.07	-0.257690
28.4225	6940.00	0.00000	6694.04	-2.98967	6145.00	6074.66	-0.899080	5478.00	5484.52	0.0874500	4943.00	4907.83	-0.499710	3822.00	3718.34	-1.68116
28.4774	6686.00	0.00000	6671.06	-0.182080	6063.00	6049.81	-0.168910	5507.00	5458.29	-0.655770	4885.00	4879.37	-0.0802700	3820.00	3688.85	-2.13784
28.5322	6796.00	0.00000	6648.17	-1.80378	6215.00	6025.07	-2.43269	5641.00	5432.19	-2.81570	4934.00	4851.09	-1.18478	3674.00	3659.62	-0.234810
28.5871	6640.00	0.00000	6625.36	-0.178930	6064.00	6000.44	-0.814470	5387.00	5406.23	0.260100	4770.00	4822.99	0.759100	3704.00	3630.64	-1.20271
28.6420	6666.00	0.00000	6602.64	-0.774960	6041.00	5975.92	-0.836520	5675.00	5380.41	-3.99702	4933.00	4795.06	-1.98073	3720.00	3601.91	-1.94126
28.6968	6520.00	0.00000	6580.00	0.734500	5981.00	5951.52	-0.379210	5151.00	5354.72	2.76445	4780.00	4767.31	-0.182140	3614.00	3573.42	-0.667760
28.7517	6653.00	0.00000	6557.45	-1.17090	6187.00	5927.22	-3.35248	5579.00	5329.16	-3.39667	4920.00	4739.73	-2.59173	3759.00	3545.17	-3.53717
28.8066	6672.00	0.00000	6534.99	-1.68167	5965.00	5903.03	-0.801510	5256.00	5303.73	0.651460	4768.00	4712.33	-0.802250	3605.00	3517.17	-1.45928
28.8615	6592.00	0.00000	6512.61	-0.975910	5805.00	5878.94	0.957990	5215.00	5278.44	0.867410	4716.00	4685.09	-0.446130	3587.00	3489.40	-1.62444
28.9163	6835.00	0.00000	6490.31	-4.23914	6085.00	5854.97	-2.98266	5463.00	5253.27	-2.88257	4991.00	4658.03	-4.82091	3754.00	3461.87	-4.88707
28.9712	6557.00	0.00000	6468.10	-1.09465	5699.00	5831.10	1.71633	5326.00	5228.24	-1.34336	4730.00	4631.13	-1.43340	3472.00	3434.58	-0.628650
29.0261	6608.00	0.00000	6445.97	-1.99665	5980.00	5807.33	-2.25016	5263.00	5203.34	-0.822410	4737.00	4604.41	-1.93044	3388.00	3407.51	0.329810
29.0809	6464.00	0.00000	6423.92	-0.494520	5876.00	5783.68	-1.20316	5209.00	5178.56	-0.419330	4625.00	4577.85	-0.688350	3588.00	3380.68	-3.51995
29.1358	6603.00	0.00000	6401.96	-2.48764	5954.00	5760.12	-2.52954	5180.00	5153.91	-0.359580	4667.00	4551.45	-1.69125	3391.00	3354.08	-0.631260
29.1907	6382.00	0.00000	6380.07	-0.0238600	5762.00	5736.68	-0.331060	5172.00	5129.39	-0.588460	4663.00	4525.22	-2.02192	3349.00	3327.70	-0.366320
29.2455	6559.00	0.00000	6358.27	-2.49446	5868.00	5713.33	-2.01864	5286.00	5105.00	-2.50628	4563.00	4499.15	-0.939880	3374.00	3301.54	-1.24916
29.3004	6519.00	0.00000	6336.56	-2.27217	5964.00	5690.09	-3.58765	5312.00	5080.73	-3.20931	4544.00	4473.25	-1.04740	3318.00	3275.61	-0.733580
29.3553	6256.00	0.00000	6314.92	0.733690	5682.00	5666.95	-0.197070	5161.00	5056.59	-1.44913	4491.00	4447.51	-0.644540	3158.00	3249.90	1.59818
29.4102	6670.00	0.00000	6293.36	-4.69995	5878.00	5643.92	-3.07649	5276.00	5032.57	-3.38218	4771.00	4421.92	-5.19022	3398.00	3224.40	-3.02457
29.4650	6216.00	0.00000	6271.89	0.698250	5872.00	5620.98	-3.30511	5082.00	5008.67	-1.02136	4469.00	4396.50	-1.08183	3317.00	3199.13	-2.06157
29.5199	6357.00	0.00000	6250.49	-1.33241	5605.00	5598.15	-0.0903000	5059.00	4984.90	-1.03453	4272.00	4371.23	1.48379	3159.00	3174.06	0.264240
29.5748	6477.00	0.00000	6229.17	-3.11278	5890.00	5575.42	-4.17206	5197.00	4961.25	-3.30880	4541.00	4346.13	-2.92630	3294.00	3149.21	-2.55210
29.6296	6361.00	0.00000	6207.93	-1.92546	5583.00	5552.79	-0.401910	5079.00	4937.72	-1.98726	4397.00	4321.17	-1.14452	3281.00	3124.57	-2.76666
29.6845	6237.00	0.00000	6186.78	-0.633740	5571.00	5530.26	-0.543270	4939.00	4914.31	-0.348920	4372.00	4296.37	-1.14829	3124.00	3100.14	-0.423840
29.7394	6419.00	0.00000	6165.70	-3.20057	5737.00	5507.82	-3.06780	5070.00	4891.02	-2.53894	4398.00	4271.73	-1.92779	3193.00	3075.91	-2.09440
29.7942	6056.00	0.00000	6144.69	1.12401	5351.00	5485.49	1.80375	4826.00	4867.85	0.595820	4202.00	4247.24	0.692230	3044.00	3051.89	0.141770
29.8491	6083.00	0.00000	6123.77	0.518460	5370.00	5463.26	1.25625	4960.00	4844.81	-1.64512	4083.00	4222.90	2.15165	2962.00	3028.08	1.19317
29.9040	6319.00	0.00000	6102.92	-2.75755	5642.00	5441.12	-2.70724	4846.00	4821.87	-0.345580	4303.00	4198.71	-1.61046	3152.00	3004.46	-2.67689
29.9589	6064.00	0.00000	6082.15	0.232700	5477.00	5419.08	-0.784610	4747.00	4799.06	0.748710	4044.00	4174.67	2.02912	2919.00	2981.04	1.13147
30.0137	6023.00	0.00000	6061.46	0.493690	5414.00	5397.13	-0.229230	4748.00	4776.36	0.408410	4099.00	4150.78	0.806080	2928.00	2957.83	0.546010
30.0686	6093.00	0.00000	6040.85	-0.672120	5450.00	5375.29	-1.01621	4913.00	4753.78	-2.29947	4150.00	4127.04	-0.358940	2998.00	2934.80	-1.16188
30.1235	5966.00	0.00000	6020.31	0.701350	5541.00	5353.54	-2.55305	4816.00	4731.31	-1.22844	4091.00	4103.44	0.194620	3020.00	2911.98	-1.99389
30.1783	5756.00	0.00000	5999.84	3.16113	5066.00	5331.88	3.63317	4586.00	4708.96	1.79008	3954.00	4079.99	1.97759	2846.00	2889.34	0.805280
30.2332	6266.00	0.00000	5979.45	-3.72330	5405.00	5310.32	-1.29976	4961.00	4686.73	-4.00088	4213.00	4056.69	-2.45648	2986.00	2866.90	-2.22263
30.2881	5620.00	0.00000	5959.14	4.42127	5282.00	5288.85	0.0943800	4573.00	4664.60	1.34336	3892.00	4033.53	2.23354	2815.00	2844.64	0.554510
30.3429	5852.00	0.00000	5938.90	1.13693	5247.00	5267.48	0.282870	4581.00	4642.59	0.907700	4041.00	4010.51	-0.482750	2753.00	2822.57	1.30950
30.3978	5912.00	0.00000	5918.74	0.0882900	5318.00	5246.20	-0.996430	4542.00	4620.69	1.16288	4047.00	3987.63	-0.943160	2805.00	2800.69	-0.0815100
30.4527	5818.00	0.00000	5898.65	1.05718	5033.00	5225.02	2.66520	4576.00	4598.91	0.339580	3955.00	3964.90	0.157620	2693.00	2778.99	1.63598
30.5075	5672.00	0.00000	5878.63	2.72396	5130.00	5203.92	1.02916	4300.00	4577.23	4.12707	3792.00	3942.30	2.40418	2800.00	2757.48	-0.812900
30.5624	5719.00	0.00000	5858.69	1.83784	5166.00	5182.92	0.236490	4504.00	4555.67	0.770480	3921.00	3919.84	-0.0184900	2687.00	2736.15	0.942290
30.6173	5790.00	0.00000	5838.82	0.644500	5079.00	5162.01	1.16456	4592.00	4534.21	-0.864900	3845.00	3897.53	0.843960	2761.00	2714.99	-0.883710
30.6722	5725.00	0.00000	5819.02	1.24252	5056.00	5141.20	1.19785	4325.00	4512.86	2.81615	3774.00	3875.35	1.63382	2567.00	2694.01	2.44488
30.7270	5680.00	0.00000	5799.30	1.57623	5125.00	5120.47	-0.0636900	4618.00	4491.62	-1.89612	3908.00	3853.30	-0.882200	2744.00	2673.21	-1.36274
30.7819	5825.00	0.00000	5779.64	-0.599650	4935.00	5099.83	2.32309	4431.00	4470.49	0.592490	3847.00	3831.39	-0.251880	2671.00	2652.59	-0.356160
30.8368	5496.00	0.00000	5760.06	3.48507	4890.00	5079.28	2.67200	4293.00	4449.47	2.34561	3774.00	3809.62	0.575800	2668.00	2632.13	-0.694810
30.8916	5808.00	0.00000	5740.56	-0.890920	5113.00	5058.83	-0.764650	4412.00	4428.56	0.249020	3814.00	3787.98	-0.421270	2699.00	2611.85	-1.69867
30.9465	5839.00	0.00000	5721.12	-1.55901	5080.00	5038.46	-0.587400	4504.00	4407.74	-1.44914	3923.00	3766.47	-2.53893	2687.00	2591.74	-1.85799
31.0014	5605.00	0.00000	5701.75	1.27828	4865.00	5018.18	2.16811	4312.00	4387.04	1.13226	3745.00	3745.10	0.00156000	2571.00	2571.80	0.0156800
31.0562	5902.00	0.00000	5682.46	-2.90844	5021.00	4997.98	-0.326180	4563.00	4366.44	-2.97511	3811.00	3723.85	-1.42284	2613.00	2552.02	-1.19871
31.1111	5697.00	0.00000	5663.23	-0.447030	5091.00	4977.88	-1.60212	4320.00	4345.94	0.392590	3742.00	3702.74	-0.642820	2468.00	2532.41	1.26936
31.1660	5604.00	0.00000	5644.08	0.531450	4899.00	4957.86	0.835160	4254.00	4325.55	1.08537	3644.00	3681.75	0.619210	2536.00	2512.97	-0.455440
31.2209	5784.00	0.00000	5624.99	-2.11336	5028.00	4937.93	-1.27954	4442.00	4305.26	-2.08034	3770.00	3660.90	-1.79569	2483.00	2493.69	0.212110
31.2757	5547.00	0.00000	5605.97	0.783920	4828.00	4918.09	1.27997	4185.00	4285.08	1.52425	3541.00	3640.17	1.63734	2563.00	2474.56	-1.76402
31.3306	5573.00	0.00000	5587.03	0.186890	4944.00	4898.33	-0.648760	4315.00	4264.99	-0.764120	3586.00	3619.56	0.555890	2556.00	2455.60	-2.00916
31.3855	5626.00	0.00000	5568.15	-0.771240	4949.00	4878.65	-1.00243	4220.00	4245.01	0.382580	3692.00	3599.09	-1.54609	2538.00	2436.80	-2.02686
31.4403	5612.00	0.00000	5549.34	-0.836210	4971.00	4859.07	-1.59692	4270.00	4225.13	-0.686790	3694.00	3578.74	-1.92437	2514.00	2418.15	-1.93103
31.4952	5589.00	0.00000	5530.60	-0.779340	4850.00	4839.56	-0.148970	4229.00	4205.35	-0.362670	3534.00	3558.51	0.410130	2349.00	2399.66	1.02104
31.5501	5664.00	0.00000	5511.92	-2.03215	5047.00	4820.14	-3.23996	4309.00	4185.67	-1.88871	3609.00	3538.41	-1.18385	2466.00	2381.33	-1.71601
31.6049	5642.00	0.00000	5493.32	-1.98906	4806.00	4800.81	-0.0742100	4243.00	4166.08	-1.18194	3432.00	3518.43	1.45195	2432.00	2363.14	-1.40282
31.6598	5501.00	0.00000	5474.78	-0.350860	4795.00	4781.56	-0.192310	4203.00	4146.60	-0.867050	3430.00	3498.57	1.15331	2272.00	2345.11	1.49272
31.7147	5789.00	0.00000	5456.31	-4.45935	4988.00	4762.39	-3.23563	4304.00	4127.21	-2.72465	3628.00	3478.83	-2.51535	2468.00	2327.23	-2.89261
31.7696	5407.00	0.00000	5437.90	0.414800	4773.00	4743.30	-0.425720	4284.00	4107.93	-2.71471	3396.00	3459.21	1.06885	2318.00	2309.50	-0.174920
31.8244	5458.00	0.00000	5419.57	-0.516250	4866.00	4724.30	-2.04022	4052.00	4088.74	0.568130	3474.00	3439.72	-0.580730	2327.00	2291.91	-0.724250
31.8793	5604.00	0.00000	5401.29	-2.72593	4882.00	4705.38	-2.54352	4187.00	4069.64	-1.82042	3616.00	3420.34	-3.31309	2444.00	2274.47	-3.51254
31.9342	5440.00	0.00000	5383.09	-0.767030	4750.00	4686.54	-0.914850	4078.00	4050.64	-0.425940	3533.00	3401.08	-2.23907	2239.00	2257.18	0.377660
31.9890	5448.00	0.00000	5364.95	-1.12557	4891.00	4667.78	-3.23365	4200.00	4031.74	-2.63107	3362.00	3381.93	0.339220	2300.00	2240.03	-1.25555
32.0439	5596.00	0.00000	5346.87	-3.38473	4664.00	4649.10	-0.216010	4078.00	4012.93	-1.02176	3495.00	3362.90	-2.24731	2324.00	2223.02	-2.12520
32.0988	5525.00	0.00000	5328.86	-2.67132	4789.00	4630.50	-2.30911	4019.00	3994.22	-0.390540	3456.00	3343.99	-1.91218	2272.00	2206.16	-1.39286
32.1536	5282.00	0.00000	5310.92	0.395350	4708.00	4611.98	-1.40410	3925.00	3975.60	0.800590	3283.00	3325.20	0.723960	2165.00	2189.43	0.520410
32.2085	5241.00	0.00000	5293.04	0.712990	4565.00	4593.54	0.418530	3985.00	3957.07	-0.442690	3459.00	3306.51	-2.62905	2143.00	2172.84	0.638920
32.2634	5163.00	0.00000	5275.22	1.54215	4721.00	4575.18	-2.15003	3976.00	3938.64	-0.594510	3417.00	3287.94	-2.23132	2104.00	2156.40	1.12833
32.3182	5220.00	0.00000	5257.47	0.516850	4435.00	4556.90	1.80344	3794.00	3920.30	2.01846	3259.00	3269.49	0.182420	2120.00	2140.08	0.435880
32.3731	5237.00	0.00000	5239.78	0.0385100	4566.00	4538.70	-0.405570	3893.00	3902.05	0.145000	3310.00	3251.14	-1.02949	2170.00	2123.90	-1.00432
32.4280	5230.00	0.00000	5222.16	-0.108880	4514.00	4520.57	0.0981400	3954.00	3883.89	-1.12652	3236.00	3232.91	-0.0543200	2040.00	2107.86	1.48707
32.4829	5165.00	0.00000	5204.60	0.551060	4436.00	4502.52	0.995070	3924.00	3865.82	-0.938120	3193.00	3214.78	0.385120	2069.00	2091.95	0.505060
32.5377	5239.00	0.00000	5187.10	-0.724550	4385.00	4484.55	1.49884	3765.00	3847.84	1.34194	3127.00	3196.77	1.24143	2022.00	2076.17	1.19659
32.5926	5191.00	0.00000	5169.66	-0.298940	4458.00	4466.66	0.130620	3809.00	3829.95	0.340320	3135.00	3178.86	0.783150	2126.00	2060.52	-1.45137
32.6475	5008.00	0.00000	5152.29	2.02784	4277.00	4448.84	2.60014	3763.00	3812.16	0.801100	3045.00	3161.07	2.08070	1948.00	2045.00	2.16292
32.7023	5014.00	0.00000	5134.98	1.70704	4433.00	4431.10	-0.0288300	3738.00	3794.45	0.925790	3072.00	3143.38	1.28726	1984.00	2029.61	1.01922
32.7572	4878.00	0.00000	5117.73	3.39092	4201.00	4413.44	3.23467	3659.00	3776.83	1.94231	3050.00	3125.80	1.37262	1966.00	2014.35	1.08603
32.8121	4891.00	0.00000	5100.54	2.97602	4294.00	4395.85	1.55380	3616.00	3759.29	2.36669	3067.00	3108.32	0.751020	1993.00	1999.21	0.140220
32.8669	4950.00	0.00000	5083.42	1.89996	4313.00	4378.33	0.999170	3659.00	3741.85	1.37318	3081.00	3090.95	0.181210	1954.00	1984.20	0.686610
32.9218	4867.00	0.00000	5066.35	2.84832	4190.00	4360.89	2.62216	3525.00	3724.49	3.32583	2903.00	3073.69	3.11656	1962.00	1969.31	0.166590
32.9767	4945.00	0.00000	5049.35	1.49047	4268.00	4343.53	1.16063	3586.00	3707.22	2.02220	2964.00	3056.52	1.69122	1881.00	1954.54	1.68109
33.0316	4874.00	0.00000	5032.40	2.26201	4234.00	4326.24	1.41846	3637.00	3690.03	0.885230	2928.00	3039.47	2.04281	1833.00	1939.90	2.44599
33.0864	4951.00	0.00000	5015.52	0.923550	4269.00	4309.02	0.617310	3577.00	3672.93	1.60464	3029.00	3022.51	-0.119470	1886.00	1925.37	0.907510
33.1413	4716.00	0.00000	4998.70	4.04098	4025.00	4291.87	4.12267	3383.00	3655.91	4.56619	2901.00	3005.66	1.92908	1855.00	1910.97	1.29245
33.1962	5040.00	0.00000	4981.94	-0.830930	4318.00	4274.80	-0.668350	3696.00	3638.98	-0.954270	3014.00	2988.91	-0.463660	1893.00	1896.68	0.0854700
33.2510	4901.00	0.00000	4965.23	0.920260	4143.00	4257.80	1.77758	3618.00	3622.13	0.0691500	2909.00	2972.25	1.16878	1932.00	1882.51	-1.14945
33.3059	4682.00	0.00000	4948.59	3.82375	4060.00	4240.87	2.80002	3484.00	3605.37	2.03554	2826.00	2955.70	2.39700	1743.00	1868.46	2.90927
33.3608	5071.00	0.00000	4932.00	-1.99296	4206.00	4224.02	0.278800	3644.00	3588.69	-0.928780	3016.00	2939.25	-1.41979	1891.00	1854.52	-0.845410
33.4156	4767.00	0.00000	4915.48	2.12659	4078.00	4207.23	1.99859	3507.00	3572.09	1.09030	2776.00	2922.90	2.72219	1770.00	1840.70	1.64019
33.4705	4844.00	0.00000	4899.01	0.790770	4205.00	4190.52	-0.224580	3624.00	3555.58	-1.14688	2962.00	2906.65	-1.02956	1880.00	1826.99	-1.23687
33.5254	4775.00	0.00000	4882.60	1.54781	4251.00	4173.88	-1.19601	3464.00	3539.14	1.26244	2919.00	2890.49	-0.530500	1887.00	1813.39	-1.73154
33.5803	4981.00	0.00000	4866.25	-1.64843	4303.00	4157.31	-2.25369	3497.00	3522.79	0.433070	2975.00	2874.43	-1.86862	1905.00	1799.91	-2.47411
33.6351	4813.00	0.00000	4849.96	0.531990	4067.00	4140.81	1.14155	3544.00	3506.52	-0.630310	2812.00	2858.47	0.864780	1821.00	1786.53	-0.813590
33.6900	4724.00	0.00000	4833.73	1.57748	4096.00	4124.38	0.439210	3652.00	3490.33	-2.72239	2821.00	2842.60	0.401500	1702.00	1773.27	1.68244
33.7449	4841.00	0.00000	4817.55	-0.337240	4155.00	4108.01	-0.729050	3470.00	3474.22	0.0712200	2888.00	2826.83	-1.14210	1664.00	1760.11	2.28331
33.7997	4793.00	0.00000	4801.43	0.120930	4251.00	4091.72	-2.47498	3518.00	3458.19	-1.00830	2901.00	2811.15	-1.68247	1718.00	1747.06	0.692040
33.8546	4908.00	0.00000	4785.37	-1.76378	4216.00	4075.50	-2.18916	3547.00	3442.24	-1.76910	2930.00	2795.56	-2.52821	1804.00	1734.12	-1.67305
33.9095	4867.00	0.00000	4769.36	-1.40755	4020.00	4059.34	0.613860	3424.00	3426.36	0.0400100	2836.00	2780.07	-1.05381	1769.00	1721.29	-1.14811
33.9643	4810.00	0.00000	4753.41	-0.813070	4024.00	4043.25	0.300340	3454.00	3410.57	-0.738010	2739.00	2764.67	0.484870	1677.00	1708.55	0.758360
34.0192	5019.00	0.00000	4737.52	-4.05537	4143.00	4027.24	-1.81027	3564.00	3394.85	-2.88001	2767.00	2749.37	-0.334700	1815.00	1695.93	-2.86647
34.0741	4731.00	0.00000	4721.69	-0.134280	4101.00	4011.28	-1.40944	3389.00	3379.21	-0.167090	2754.00	2734.15	-0.378390	1730.00	1683.40	-1.12661
34.1289	4612.00	0.00000	4705.91	1.35437	3961.00	3995.40	0.541420	3373.00	3363.65	-0.159850	2714.00	2719.03	0.0961000	1665.00	1670.98	0.144990
34.1838	5009.00	0.00000	4690.18	-4.61294	4120.00	3979.58	-2.21256	3431.00	3348.16	-1.41996	2703.00	2703.99	0.0190700	1740.00	1658.66	-1.98620
34.2387	4609.00	0.00000	4674.51	0.951010	3969.00	3963.83	-0.0817700	3345.00	3332.76	-0.210460	2637.00	2689.05	1.00095	1612.00	1646.44	0.843700
34.2936	4740.00	0.00000	4658.90	-1.18146	3912.00	3948.15	0.572310	3355.00	3317.42	-0.648230	2683.00	2674.19	-0.169680	1584.00	1634.32	1.24114
34.3484	4869.00	0.00000	4643.34	-3.29341	4081.00	3932.53	-2.35523	3456.00	3302.16	-2.65593	2800.00	2659.43	-2.71567	1723.00	1622.30	-2.49305
34.4033	4592.00	0.00000	4627.83	0.524560	3938.00	3916.98	-0.334470	3261.00	3286.98	0.450720	2623.00	2644.75	0.422080	1548.00	1610.37	1.55112
34.4582	4526.00	0.00000	4612.38	1.26649	3733.00	3901.49	2.68562	3287.00	3271.87	-0.262980	2655.00	2630.16	-0.482690	1579.00	1598.54	0.488260
34.5130	4723.00	0.00000	4596.99	-1.84759	4088.00	3886.07	-3.22622	3347.00	3256.84	-1.57372	2669.00	2615.65	-1.04053	1612.00	1586.81	-0.630980
34.5679	4574.00	0.00000	4581.65	0.112660	3963.00	3870.71	-1.47918	3339.00	3241.88	-1.70045	2631.00	2601.24	-0.581680	1622.00	1575.18	-1.17690
34.6228	4356.00	0.00000	4566.36	3.10971	3756.00	3855.42	1.59839	3087.00	3226.99	2.46058	2496.00	2586.90	1.78551	1532.00	1563.63	0.800850
34.6776	4881.00	0.00000	4551.13	-4.88393	3984.00	3840.19	-2.32298	3297.00	3212.18	-1.49524	2645.00	2572.66	-1.42638	1608.00	1552.19	-1.41503
34.7325	4604.00	0.00000	4535.95	-1.01179	3804.00	3825.02	0.339780	3111.00	3197.44	1.53144	2454.00	2558.49	2.07191	1533.00	1540.83	0.199510
34.7874	4341.00	0.00000	4520.82	2.67974	3689.00	3809.92	1.96509	3173.00	3182.77	0.173890	2592.00	2544.42	-0.945700	1489.00	1529.57	1.03628
34.8423	4587.00	0.00000	4505.75	-1.21559	3862.00	3794.88	-1.09651	3231.00	3168.17	-1.12315	2563.00	2530.42	-0.650610	1520.00	1518.40	-0.0411100
34.8971	4466.00	0.00000	4490.73	0.370730	3615.00	3779.91	2.70452	3089.00	3153.65	1.15936	2446.00	2516.51	1.41336	1507.00	1507.31	0.00811000
34.9520	4184.00	0.00000	4475.76	4.40570	3693.00	3765.00	1.18528	2999.00	3139.20	2.52784	2396.00	2502.68	2.14937	1444.00	1496.32	1.35626
35.0069	4533.00	0.00000	4460.84	-1.09289	3713.00	3750.15	0.613290	3092.00	3124.81	0.593460	2563.00	2488.93	-1.49598	1538.00	1485.42	-1.36968
35.0617	4260.00	0.00000	4445.98	2.82816	3603.00	3735.36	2.19236	3081.00	3110.50	0.537230	2412.00	2475.27	1.28884	1527.00	1474.61	-1.37400
35.1166	4177.00	0.00000	4431.17	3.88133	3499.00	3720.63	3.68803	2913.00	3096.26	3.35589	2328.00	2461.68	2.73722	1384.00	1463.88	2.10758
35.1715	4317.00	0.00000	4416.41	1.52143	3729.00	3705.97	-0.383670	2994.00	3082.08	1.61702	2417.00	2448.18	0.639640	1453.00	1453.24	0.00631000
35.2263	4369.00	0.00000	4401.70	0.500540	3615.00	3691.37	1.27494	2942.00	3067.98	2.31717	2345.00	2434.75	1.84490	1401.00	1442.68	1.11199
35.2812	4026.00	0.00000	4387.04	5.54389	3475.00	3676.82	3.36972	2796.00	3053.95	4.74782	2217.00	2421.41	4.22091	1313.00	1432.21	3.20241
35.3361	4262.00	0.00000	4372.44	1.69694	3561.00	3662.34	1.69637	2932.00	3039.98	1.99729	2343.00	2408.14	1.35192	1361.00	1421.83	1.64700
35.3910	4294.00	0.00000	4357.88	0.982980	3541.00	3647.92	1.78923	2957.00	3026.08	1.27847	2362.00	2394.95	0.686100	1321.00	1411.53	2.46007
35.4458	4173.00	0.00000	4343.38	2.62609	3554.00	3633.56	1.33504	2896.00	3012.25	2.15892	2314.00	2381.84	1.41691	1348.00	1401.31	1.45613
35.5007	4293.00	0.00000	4328.93	0.555870	3708.00	3619.26	-1.49723	3054.00	2998.49	-1.03367	2369.00	2368.81	-0.00395000	1364.00	1391.17	0.744610
35.5556	4209.00	0.00000	4314.53	1.63185	3439.00	3605.02	2.80660	2821.00	2984.79	3.04684	2201.00	2355.86	3.24572	1331.00	1381.12	1.37570
35.6104	4071.00	0.00000	4300.17	3.54318	3518.00	3590.84	1.23230	2885.00	2971.16	1.60333	2195.00	2342.98	3.11073	1295.00	1371.14	2.09592
35.6653	4188.00	0.00000	4285.87	1.51674	3553.00	3576.72	0.402160	2812.00	2957.60	2.71349	2288.00	2330.17	0.890200	1328.00	1361.25	0.916520
35.7202	4083.00	0.00000	4271.62	2.92667	3266.00	3562.65	5.03514	2805.00	2944.10	2.60334	2161.00	2317.45	3.32063	1323.00	1351.43	0.788380
35.7750	4063.00	0.00000	4257.42	3.02107	3352.00	3548.65	3.34900	2847.00	2930.67	1.56941	2254.00	2304.79	1.07935	1273.00	1341.70	1.91330
35.8299	4278.00	0.00000	4243.27	-0.540580	3512.00	3534.70	0.386620	2914.00	2917.30	0.0620400	2222.00	2292.21	1.48997	1295.00	1332.04	1.03568
35.8848	4117.00	0.00000	4229.16	1.74399	3394.00	3520.81	2.16362	2878.00	2904.00	0.489120	2196.00	2279.71	1.77759	1287.00	1322.46	0.993010
35.9396	4081.00	0.00000	4215.11	2.08791	3498.00	3506.98	0.153050	2679.00	2890.77	3.98335	2091.00	2267.28	3.74687	1211.00	1312.96	2.85438
35.9945	4183.00	0.00000	4201.10	0.281700	3498.00	3493.20	-0.0815800	2940.00	2877.60	-1.17519	2323.00	2254.92	-1.44963	1260.00	1303.53	1.22692
36.0494	4093.00	0.00000	4187.14	1.46684	3430.00	3479.49	0.841040	2779.00	2864.49	1.61403	2257.00	2242.64	-0.306410	1240.00	1294.18	1.53117
36.1043	4140.00	0.00000	4173.24	0.518670	3413.00	3465.83	0.897580	2785.00	2851.44	1.25624	2167.00	2230.42	1.35491	1260.00	1284.90	0.705730
36.1591	4092.00	0.00000	4159.38	1.05323	3605.00	3452.22	-2.59308	2810.00	2838.46	0.539280	2250.00	2218.28	-0.679290	1334.00	1275.70	-1.65944
36.2140	4116.00	0.00000	4145.56	0.462110	3408.00	3438.68	0.521650	2746.00	2825.54	1.50608	2089.00	2206.21	2.50806	1169.00	1266.57	2.77839
36.2689	3974.00	0.00000	4131.80	2.46891	3401.00	3425.19	0.411800	2717.00	2812.69	1.81884	2181.00	2194.21	0.284690	1212.00	1257.51	1.29890
36.3237	4160.00	0.00000	4118.08	-0.655910	3528.00	3411.75	-1.98100	2843.00	2799.90	-0.819950	2167.00	2182.29	0.330130	1232.00	1248.53	0.472970
36.3786	3992.00	0.00000	4104.42	1.76332	3460.00	3398.37	-1.05206	2771.00	2787.16	0.308030	2096.00	2170.43	1.61117	1191.00	1239.62	1.39609
36.4335	4088.00	0.00000	4090.79	0.0438900	3381.00	3385.05	0.0694000	2714.00	2774.49	1.15440	2127.00	2158.64	0.687850	1201.00	1230.78	0.861170
36.4883	4111.00	0.00000	4077.22	-0.531610	3420.00	3371.78	-0.826530	2745.00	2761.89	0.322910	2055.00	2146.92	1.99840	1211.00	1222.00	0.318350
36.5432	4082.00	0.00000	4063.69	-0.288200	3376.00	3358.57	-0.300040	2741.00	2749.34	0.159370	2162.00	2135.27	-0.583220	1182.00	1213.30	0.908840
36.5981	3964.00	0.00000	4050.21	1.36049	3304.00	3345.41	0.713960	2696.00	2736.85	0.783960	2078.00	2123.68	1.00107	1182.00	1204.67	0.659960
36.6530	3990.00	0.00000	4036.78	0.738310	3349.00	3332.30	-0.288290	2742.00	2724.43	-0.337610	2084.00	2112.17	0.618500	1179.00	1196.11	0.499320
36.7078	3977.00	0.00000	4023.39	0.734050	3414.00	3319.25	-1.64136	2642.00	2712.06	1.34966	2090.00	2100.72	0.235860	1164.00	1187.61	0.691460
36.7627	3949.00	0.00000	4010.05	0.968650	3154.00	3306.26	2.64318	2744.00	2699.75	-0.854510	2053.00	2089.34	0.800770	1135.00	1179.19	1.29971
36.8176	3988.00	0.00000	3996.76	0.139320	3414.00	3293.31	-2.10104	2644.00	2687.51	0.840930	1996.00	2078.02	1.81208	1176.00	1170.83	-0.153240
36.8724	3982.00	0.00000	3983.51	0.0240100	3381.00	3280.42	-1.75215	2720.00	2675.32	-0.863780	2019.00	2066.77	1.05625	1136.00	1162.53	0.790250
36.9273	3907.00	0.00000	3970.31	1.00780	3178.00	3267.59	1.56454	2577.00	2663.19	1.66924	2046.00	2055.59	0.212550	1131.00	1154.30	0.694460
36.9822	3914.00	0.00000	3957.15	0.687380	3293.00	3254.80	-0.670410	2625.00	2651.12	0.506560	2003.00	2044.47	0.922470	1117.00	1146.14	0.873640
37.0370	3895.00	0.00000	3944.04	0.782770	3209.00	3242.07	0.581010	2699.00	2639.11	-1.16602	2070.00	2033.42	-0.818250	1044.00	1138.04	2.82276
